"lemma","count","strong","lexicon"
"ὑπεραίρω",1,"G52290","{'brief': 'I raise beyond, uplift', 'long': 'lit: I raise beyond, uplift; mid: I lift myself up, exalt myself, am arrogant.'}"
"ὕψος",1,"G53110","{'brief': 'height, heaven', 'long': 'height, heaven; dignity, eminence.'}"
"ἀγαλλιάω",3,"G00210","{'brief': 'I exult, am full of joy', 'long': 'I exult, am full of joy.'}"
"ὀλιγόπιστος",4,"G36400","{'brief': 'of little faith', 'long': 'of little faith.'}"
"φοβέω",95,"G53990","{'brief': 'I fear, am terrified', 'long': 'I fear, dread, reverence, am afraid, terrified.'}"
"δειλός",2,"G11690","{'brief': 'cowardly, timid', 'long': 'cowardly, timid, fearful.'}"
"φόβος",47,"G54010","{'brief': 'fear, terror, reverence', 'long': '(a) fear, terror, alarm, (b) the object or cause of fear, (c) reverence, respect.'}"
"ἔμφοβος",4,"G17190","{'brief': 'full of fear, terrified', 'long': 'full of fear, terrified.'}"
"δειλιάω",1,"G11680","{'brief': 'I shrink, am fearful', 'long': 'I shrink, am fearful, timid, cowardly.'}"
"δειλία",1,"G11670","{'brief': 'cowardice', 'long': 'cowardice, timidity.'}"
"φοβερός",2,"G53980","{'brief': 'fearful, dreadful', 'long': 'fearful, dreadful, terrible.'}"
"ἔκφοβος",1,"G16300","{'brief': 'greatly terrified', 'long': 'greatly terrified, horrified.'}"
"σάρξ",147,"G45610","{'brief': 'flesh, body', 'long': 'flesh, body, human nature, materiality; kindred.'}"
"σάρκινος",3,"G45600","{'brief': 'consisting of flesh', 'long': 'fleshly, consisting of flesh, carnal.'}"
"σαρκικός",6,"G45590","{'brief': 'fleshly, carnal', 'long': 'fleshly, carnal, earthly.'}"
"μωρός",13,"G34740","{'brief': 'stupid, foolish', 'long': '(a) adj: stupid, foolish, (b) noun: a fool.'}"
"ἀσύνετος",5,"G08010","{'brief': 'unintelligent, unwise, undiscerning', 'long': 'unintelligent, without wisdom, unwise, undiscerning (implying probably moral defect).'}"
"ἀφροσύνη",4,"G08770","{'brief': 'want of sense, foolishness', 'long': 'want of sense, foolishness, impiety, wickedness.'}"
"ἄφρων",11,"G08780","{'brief': 'senseless, foolish, inconsiderate', 'long': 'senseless, foolish, inconsiderate.'}"
"ἀνόητος",6,"G04530","{'brief': 'foolish, thoughtless', 'long': 'foolish, thoughtless.'}"
"μωραίνω",2,"G34710","{'brief': 'I make foolish, taint, make useless', 'long': '(a) I make foolish, turn to foolishness, (b) I taint, and thus: I am tasteless, make useless.'}"
"μωρία",5,"G34720","{'brief': 'folly, absurdity', 'long': 'folly, absurdity, foolishness.'}"
"μωρολογία",1,"G34730","{'brief': 'foolish talking', 'long': 'foolish talking.'}"
"ἄνοια",1,"G04540","{'brief': 'folly, madness', 'long': 'folly, madness, foolishness.'}"
"κενός",1,"G27560","{'brief': 'empty, vain, hollow', 'long': '(a) empty, (b) met: empty (in moral content), vain, ineffective, foolish, worthless, (c) false, unreal, pretentious, hollow.'}"
"ἀφίημι",100,"G08630","{'brief': 'I send away, release, remit, forgive, permit', 'long': '(a) I send away, (b) I let go, release, permit to depart, (c) I remit, forgive, (d) I permit, suffer.'}"
"ἄφεσις",17,"G08590","{'brief': 'deliverance, pardon, complete forgiveness', 'long': 'a sending away, a letting go, a release, pardon, complete forgiveness.'}"
"ἀπολύω",1,"G06300","{'brief': 'I release, let go, send away, divorce', 'long': 'I release, let go, send away, divorce, am rid; mid: I depart.'}"
"χαρίζομαι",14,"G54830","{'brief': 'I show favor to, forgive', 'long': '(a) I show favor to, (b) I pardon, forgive, (c) I show kindness.'}"
"πληρόω",64,"G41370","{'brief': 'I fill, fulfill, complete', 'long': 'I fill, fulfill, complete.'}"
"ἀναπληρόω",3,"G03780","{'brief': 'I fill up, make up, fulfill', 'long': 'I fill up, make up, complete the measure of, fulfill, carry out the commands (provisions, etc.) of.'}"
"γίνομαι",45,"G10960","{'brief': 'I come into being, am born', 'long': 'I come into being, am born, become, come about, happen.'}"
"πλήθω",22,"G41300","{'brief': 'I fill', 'long': 'I fill, fulfill, complete.'}"
"τελείωσις",2,"G50500","{'brief': 'completion, fulfillment, perfection', 'long': 'completion, fulfillment, perfection.'}"
"ἐκπληρόω",1,"G16030","{'brief': 'I fill completely, fulfill in every particular', 'long': 'I fill completely, fulfill in every particular (to the utmost), make good.'}"
"ἐκπλήρωσις",1,"G16040","{'brief': 'completion, fulfillment', 'long': 'a completion, fulfillment, accomplishment.'}"
"τελέω",2,"G50550","{'brief': 'I end, accomplish, pay', 'long': '(a) I end, finish, (b) I fulfill, accomplish, (c) I pay.'}"
"πλήρωμα",11,"G41380","{'brief': 'fullness, fulfillment, completion', 'long': '(a) a fill, fullness; full complement; supply, patch, supplement, (b) fullness, filling, fulfillment, completion.'}"
"ἀποδίδωμι",1,"G05910","{'brief': 'I give back, return, sell', 'long': '(a) I give back, return, restore, (b) I give, render, as due, (c) mid: I sell.'}"
"ἔθνος",130,"G14840","{'brief': 'a race, people, the Gentiles', 'long': 'a race, people, nation; the nations, heathen world, Gentiles.'}"
"ἐθνικός",2,"G14820","{'brief': 'pagan, heathen, gentile; a Gentile, non-Jew', 'long': 'pagan, heathen, gentile; subst: a Gentile, non-Jew.'}"
"Ἑλληνίς",1,"G16740","{'brief': 'a female Greek', 'long': 'a female Greek.'}"
"ἀλλόφυλος",1,"G02460","{'brief': 'foreign', 'long': 'foreign, of another tribe or race.'}"
"ἐθνικῶς",1,"G14830","{'brief': 'in the manner of Gentiles', 'long': 'in the manner of Gentiles, like the rest of the world.'}"
"δῶρον",19,"G14350","{'brief': 'a gift, present', 'long': 'a gift, present.'}"
"δόμα",4,"G13900","{'brief': 'a gift', 'long': 'a gift, present.'}"
"δωρεάν",11,"G14320","{'brief': 'as a free gift, without payment, freely', 'long': 'as a free gift, without payment, freely.'}"
"δωρεά",6,"G14310","{'brief': 'a free gift', 'long': 'a (free) gift, a gift (without repayment).'}"
"χάρισμα",17,"G54860","{'brief': 'an undeserved favor', 'long': 'a gift of grace, an undeserved favor.'}"
"δώρημα",2,"G14340","{'brief': 'a gift, bounty', 'long': 'a gift, bounty.'}"
"δόσις",1,"G13940","{'brief': 'a giving, gift.', 'long': 'a giving, gift, donation.'}"
"δόξα",168,"G13910","{'brief': 'honor, renown, glory splendor', 'long': 'honor, renown; glory, an especially divine quality, the unspoken manifestation of God, splendor.'}"
"δοξάζω",60,"G13920","{'brief': 'I glorify, honor, bestow glory on', 'long': 'I glorify, honor, bestow glory on.'}"
"ἔνδοξος",3,"G17410","{'brief': 'highly esteemed, splendid, glorious', 'long': 'highly esteemed, splendid, glorious.'}"
"καυχάομαι",37,"G27440","{'brief': 'I boast, glory', 'long': 'I boast; I glory (exult) proudly.'}"
"συνδοξάζω",1,"G48880","{'brief': 'I glorify together with', 'long': 'I glorify together with.'}"
"ἔνδοξάζω",2,"G17400","{'brief': 'I glorify', 'long': 'I glorify, acknowledge the glory belonging to, recognize as glorious; pass: I am glorified in.'}"
"θεός",1313,"G23160","{'brief': 'God, a god', 'long': '(a) God, (b) a god, generally.'}"
"θεοσεβής",1,"G23180","{'brief': 'devout, pious', 'long': 'devout, pious, God-fearing.'}"
"θεομάχος",1,"G23140","{'brief': 'fighting against God', 'long': 'fighting against God.'}"
"θεότης",1,"G23200","{'brief': 'deity, Godhead', 'long': 'deity, Godhead.'}"
"θεόπνευστος",1,"G23150","{'brief': 'God-breathed, inspired by God', 'long': 'God-breathed, inspired by God, due to the inspiration of God.'}"
"πατήρ",328,"G39620","{'brief': 'father, Father, ancestor', 'long': 'father, (Heavenly) Father, ancestor, elder, senior.'}"
"καλός",95,"G25700","{'brief': 'beautiful, good, worthy', 'long': 'beautiful, as an outward sign of the inward good, noble, honorable character; good, worthy, honorable, noble, and seen to be so.'}"
"ἀγαθός",101,"G00180","{'brief': 'good', 'long': 'intrinsically good, good in nature, good whether it be seen to be so or not, the widest and most colorless of all words with this meaning.'}"
"καλῶς",36,"G25730","{'brief': 'well, nobly, rightly', 'long': 'well, nobly, honorably, rightly.'}"
"εὖ",6,"G20950","{'brief': 'well, well done', 'long': 'well, well done, good, rightly; also used as an exclamation.'}"
"ἀγαθοποιέω",9,"G00150","{'brief': 'I do that which is good', 'long': 'I do that which is good.'}"
"δοκέω",6,"G13800","{'brief': 'I think, seem, appear, it seems', 'long': 'I think, seem, appear, it seems.'}"
"εὐεργεσία",1,"G21080","{'brief': 'good action, kind service', 'long': 'good action, well-doing, benefiting, kind service.'}"
"μαρτυρέω",76,"G31400","{'brief': 'I witness, testify', 'long': 'I witness, bear witness, give evidence, testify, give a good report.'}"
"εὐεργετέω",1,"G21090","{'brief': 'I do good deeds, benefit', 'long': 'I do good deeds, perform kind service, benefit.'}"
"ἀγαθουργέω",1,"G00140","{'brief': 'I perform good deeds', 'long': 'I work that which is good, perform good deeds.'}"
"χρηστότης",3,"G55440","{'brief': 'goodness, benignity, kindness', 'long': 'goodness, uprightness, kindness, gentleness.'}"
"ἀγαθωσύνη",4,"G00190","{'brief': 'goodness', 'long': 'intrinsic goodness, especially as a personal quality, with stress on the kindly (rather than the righteous) side of goodness.'}"
"εὐδοκία",6,"G21070","{'brief': 'good-will, favor', 'long': '(a) good-will (good-pleasure), favor, feeling of complacency of God to man, (b) good-pleasure, satisfaction, happiness, delight of men.'}"
"εὔφημος",1,"G21630","{'brief': 'well reported of, spoken in a kindly spirit', 'long': 'well reported of, spoken in a kindly spirit, laudable, reputable.'}"
"φιλάγαθος",1,"G53580","{'brief': 'loving what is good', 'long': 'loving what is good.'}"
"εὐποιΐα",1,"G21400","{'brief': 'doing of good', 'long': 'good-doing, doing of good.'}"
"λαμπρός",2,"G29860","{'brief': 'shining, magnificent, bright', 'long': 'shining, magnificent, bright, splendid.'}"
"ἀγαθοποιός",2,"G00170","{'brief': 'a doer of that which is good', 'long': 'a doer of that which is good.'}"
"εὐαγγέλιον",76,"G20980","{'brief': 'the good news, the gospel', 'long': 'the good news of the coming of the Messiah, the gospel; the gen. after it expresses sometimes the giver (God), sometimes the subject (the Messiah, etc.), sometimes the human transmitter (an apostle).'}"
"εὐαγγελίζω",49,"G20970","{'brief': 'I bring good news, preach good tidings', 'long': 'I bring good news, preach good tidings, with or without an object, expressing either the persons who receive the good news or the good news itself (the good news being sometimes expressed as a person).'}"
"ᾍδης",10,"G00860","{'brief': 'Hades', 'long': 'Hades, the unseen world.'}"
"καρδία",157,"G25880","{'brief': 'the heart, inner life, intention', 'long': 'lit: the heart; mind, character, inner self, will, intention, center.'}"
"καρδιογνώστης",1,"G25890","{'brief': 'a knower of the inner life', 'long': 'a knower of the inner life (character, hearts).'}"
"σπλάγχνον",9,"G46980","{'brief': 'bowels, compassion, pity', 'long': 'the inward parts; the heart, affections, seat of the feelings.'}"
"οὐρανός",273,"G37720","{'brief': 'the sky, the heaven', 'long': 'heaven, (a) the visible heavens: the atmosphere, the sky, the starry heavens, (b) the spiritual heavens.'}"
"οὐράνιος",9,"G37700","{'brief': 'heavenly', 'long': 'in heaven, belonging to heaven, heavenly, from heaven.'}"
"ἐπουράνιος",19,"G20320","{'brief': 'heavenly, celestial', 'long': 'heavenly, celestial, in the heavenly sphere, the sphere of spiritual activities; met: divine, spiritual.'}"
"οὐρανόθεν",2,"G37710","{'brief': 'from heaven', 'long': 'from heaven, from the sky.'}"
"μεσουράνημα",3,"G33210","{'brief': 'the middle of heaven', 'long': 'mid-heaven, the middle of heaven, the zenith.'}"
"Γέεννα",12,"G10670","{'brief': 'Gehenna', 'long': 'Gehenna, and originally the name of a valley or cavity near Jerusalem, a place underneath the earth, a place of punishment for evil.'}"
"ἀρχιερεύς",122,"G07490","{'brief': 'high priest, chief priest', 'long': 'high priest, chief priest.'}"
"ἀρχιερατικός",1,"G07480","{'brief': 'high priestly, to which the chief priest belongs', 'long': 'high priestly, to which the chief priest belongs.'}"
"ἅγιος",233,"G00400","{'brief': 'set apart, holy, sacred', 'long': 'set apart by (or for) God, holy, sacred.'}"
"ὁσιότης",2,"G37420","{'brief': 'holiness, godliness, piety', 'long': 'holiness, godliness, piety.'}"
"ὅσιος",8,"G37410","{'brief': 'holy, pious', 'long': 'holy, pious, godly, beloved of God.'}"
"ἁγιότης",2,"G00410","{'brief': 'holiness', 'long': 'holiness, sanctity, as an abstract quality.'}"
"ἁγιωσύνη",2,"G00420","{'brief': 'a holy or sanctified state', 'long': 'a holy or sanctified state.'}"
"ὁσίως",1,"G37430","{'brief': 'piously', 'long': 'religiously, piously.'}"
"ἁγιασμός",10,"G00380","{'brief': 'sanctification, holiness', 'long': 'the process of making or becoming holy, set apart, sanctification, holiness, consecration.'}"
"ἀνόσιος",2,"G04620","{'brief': 'regarding nothing as holy', 'long': 'unholy, profane.'}"
"ἱερός",2,"G24130","{'brief': 'sacred, holy', 'long': 'sacred, holy, set apart.'}"
"ἁγιώτατος",1,"G00425","{'brief': 'a holy or sanctified state', 'long': 'a holy or sanctified state.'}"
"ἁγιάζω",28,"G00370","{'brief': 'I make holy, sanctify', 'long': 'I make holy, treat as holy, set apart as holy, sanctify, hallow, purify.'}"
"τιμάω",19,"G50910","{'brief': 'I value at a price, honor', 'long': '(a) I value at a price, estimate, (b) I honor, reverence.'}"
"ἔντιμος",2,"G17840","{'brief': 'precious, honored, honorable', 'long': '(held precious, hence) precious, honored, honorable in rank.'}"
"ἐντιμότερος",1,"G17845","{'brief': 'precious, honored, honorable', 'long': '(held precious, hence) precious, honored, honorable in rank.'}"
"τιμή",39,"G50920","{'brief': 'a price, honor', 'long': 'a price, honor.'}"
"εὐσχήμων",1,"G21580","{'brief': 'comely, honorable', 'long': '(a) comely, seemly, decorous, (b) of honorable position (in society), wealthy, influential.'}"
"σεμνός",1,"G45860","{'brief': 'honorable', 'long': 'venerable, honorable, grave, serious, dignified.'}"
"εὐσεβέω",2,"G21510","{'brief': 'I am dutiful, pious', 'long': 'I am dutiful, pious, show piety towards, worship.'}"
"τίμιος",2,"G50930","{'brief': 'of great price, precious, honored', 'long': 'of great price, precious, honored.'}"
"ἐλπίζω",30,"G16790","{'brief': 'I hope, hope for, expect', 'long': 'I hope, hope for, expect, trust.'}"
"ἐλπίς",53,"G16800","{'brief': 'hope, expectation', 'long': 'hope, expectation, trust, confidence.'}"
"προελπίζω",1,"G42760","{'brief': 'I hope before', 'long': 'I hope before, am the first to hope.'}"
"ταπεινός",7,"G50110","{'brief': 'humble, lowly', 'long': 'humble, lowly, in position or spirit (in a good sense).'}"
"ταπεινόω",15,"G50130","{'brief': 'I humble, humiliate', 'long': 'I make or bring low, humble, humiliate; pass: I am humbled.'}"
"ταπείνωσις",1,"G50140","{'brief': 'abasement, low condition', 'long': 'abasement (in spirit), low condition (in circumstances).'}"
"ταπεινοφροσύνη",7,"G50120","{'brief': 'humility', 'long': 'humility, lowliness of mind, modesty.'}"
"πραΰτης",5,"G42400","{'brief': 'mildness, gentleness', 'long': 'mildness, gentleness.'}"
"ταπεινόφρων",1,"G50125","{'brief': 'humility', 'long': 'humility, lowliness of mind, modesty.'}"
"ὑποκριτής",17,"G52730","{'brief': 'a hypocrite, dissembler', 'long': '(lit: a stage-player), a hypocrite, dissembler, pretender.'}"
"ὑπόκρισις",6,"G52720","{'brief': 'hypocrisy, dissembling', 'long': '(lit: stage-playing), a response, answer, hypocrisy, dissembling.'}"
"συνυποκρίνομαι",1,"G49420","{'brief': 'I dissemble with', 'long': 'I dissemble with, play a part with.'}"
"κληρονομέω",18,"G28160","{'brief': 'I inherit, obtain', 'long': 'I inherit, obtain (possess) by inheritance, acquire.'}"
"κληρονομία",14,"G28170","{'brief': 'an inheritance', 'long': 'an inheritance, an heritage, regularly the gift of God to His chosen people, in the Old Testament: the Promised Land, in NT a possession viewed in one sense as present, in another as future; a share, participation.'}"
"κατακληρονομέω",1,"G26240","{'brief': 'I give as an inheritance', 'long': 'I give as an inheritance, distribute by lot.'}"
"κλῆρος",7,"G28190","{'brief': 'a lot, portion', 'long': ""(a) a lot, (b) a portion assigned; hence: a portion of the people of God assigned to one's care, a congregation.""}"
"ἀκέραιος",3,"G01850","{'brief': 'simple, unsophisticated, innocent', 'long': '(lit: unmixed) simple, unsophisticated, sincere, blameless.'}"
"ἀναίτιος",2,"G03380","{'brief': 'guiltless', 'long': 'guiltless, innocent.'}"
"ἀθῷος",2,"G01210","{'brief': 'guiltless', 'long': '(sometimes: unpunished), guiltless, innocent.'}"
"ἄκακος",2,"G01720","{'brief': 'innocent, guileless, simple', 'long': 'innocent, guileless, simple.'}"
"ἁγνός",8,"G00530","{'brief': 'pure, chaste', 'long': '(originally, in a condition prepared for worship), pure (either ethically, or ritually, ceremonially), chaste.'}"
"Ἰσραήλ",68,"G24740","{'brief': 'Israel', 'long': '(Hebrew), Israel, surname of Jacob, then the Jewish people, the people of God.'}"
"Ἰσραηλείτης",9,"G24750","{'brief': 'an Israelite', 'long': 'an Israelite, one of the chosen people of Israel, a Jew.'}"
"Ἰησοῦς",915,"G24240","{'brief': 'Jesus', 'long': 'Jesus; the Greek form of Joshua; Jesus, son of Eliezer; Jesus, surnamed Justus.'}"
"κύριος",721,"G29620","{'brief': 'lord, Lord, master, sir', 'long': 'lord, master, sir; the Lord.'}"
"Ἰουδαῖος",193,"G24530","{'brief': 'Jewish', 'long': 'Jewish.'}"
"Ἰουδαία",37,"G24490","{'brief': 'Judea', 'long': 'Judea, a Roman province, capital Jerusalem.'}"
"Ἰουδαϊκῶς",1,"G24520","{'brief': 'in the manner of Jews', 'long': 'in the manner of Jews (religiously, ceremonially).'}"
"Ἰουδαΐζω",1,"G24500","{'brief': 'I live as a Jew', 'long': 'I live as a Jew (in religion, ceremonially).'}"
"Ἰουδαϊκός",1,"G24510","{'brief': 'Jewish, Judaic', 'long': 'Jewish, Judaic.'}"
"δικαστής",2,"G13480","{'brief': 'a judge', 'long': 'a judge.'}"
"καταδίκη",1,"G26135","{'brief': 'I condemn', 'long': 'I condemn, pass sentence upon.'}"
"ὑπόδικος",1,"G52670","{'brief': 'answerable to', 'long': 'answerable to, liable to (brought under) the judgment of.'}"
"διάκρισις",2,"G12530","{'brief': 'distinguishing, deciding, passing sentence on', 'long': 'distinguishing; hence: deciding, passing sentence on; the act of judgment, discernment.'}"
"γνώμη",7,"G11060","{'brief': 'opinion, counsel, judgment, intention', 'long': 'opinion, counsel, judgment, intention, decree.'}"
"κριτήριον",2,"G29220","{'brief': 'criterion, a law-court', 'long': 'criterion; a law-court; a law-case before an arbiter; a cause, controversy.'}"
"διακρίνω",2,"G12520","{'brief': 'I distinguish, discern, doubt, hesitate', 'long': 'I separate, distinguish, discern one thing from another; I doubt, hesitate, waver.'}"
"κριτικός",1,"G29240","{'brief': 'able to judge', 'long': 'critical, able to judge or discern.'}"
"δικαιόω",38,"G13440","{'brief': 'I make righteous, defend the cause of, justify', 'long': 'I make righteous, defend the cause of, plead for the righteousness (innocence) of, acquit, justify; hence: I regard as righteous.'}"
"δικαίως",5,"G13460","{'brief': 'justly, righteously', 'long': 'justly, righteously.'}"
"δίκη",1,"G13490","{'brief': 'justice, judicial hearing, punishment', 'long': '(a) (originally: custom, usage) right, justice, (b) process of law, judicial hearing, (c) execution of sentence, punishment, penalty, (d) justice, vengeance.'}"
"ἔνδικος",2,"G17380","{'brief': 'righteous, just', 'long': 'righteous, just.'}"
"δικαίωσις",2,"G13470","{'brief': 'acquittal, justification', 'long': 'acquittal, justifying, justification, a process of absolution.'}"
"δικαίωμα",9,"G13450","{'brief': 'a thing pronounced to be just', 'long': 'a thing pronounced (by God) to be righteous (just, the right); or the restoration of a criminal, a fresh chance given him; a righteous deed, an instance of perfect righteousness.'}"
"βασιλεία",62,"G09320","{'brief': 'kingship, sovereignty, authority, rule, kingdom', 'long': 'kingship, sovereignty, authority, rule, especially of God, both in the world, and in the hearts of men; hence: kingdom, in the concrete sense.'}"
"νόμος",192,"G35510","{'brief': 'a law, the Mosaic Law', 'long': 'usage, custom, law; in NT: of law in general, plur: of divine laws; of a force or influence impelling to action; of the Mosaic law; meton: of the books which contain the law, the Pentateuch, the Old Testament scriptures in general.'}"
"νομικός",1,"G35440","{'brief': 'about law, one learned in the Law', 'long': '(a) adj: connected with law, about law, (b) noun: a lawyer, one learned in the Law, one learned in the Old Testament.'}"
"ψυχή",103,"G55900","{'brief': 'the soul, life, self', 'long': '(a) the vital breath, breath of life, (b) the human soul, (c) the soul as the seat of affections and will, (d) the self, (e) a human person, an individual.'}"
"ζάω",141,"G21980","{'brief': 'I live', 'long': 'I live, am alive.'}"
"ζωή",134,"G22220","{'brief': 'life', 'long': 'life, both of physical (present) and of spiritual (particularly future) existence.'}"
"βίος",10,"G09790","{'brief': 'life, manner of life, livelihood', 'long': '(a) life, (b) manner of life; livelihood.'}"
"βιωτικός",1,"G09820","{'brief': 'belonging to ordinary life', 'long': 'belonging to ordinary life, worldly.'}"
"ζῳοποιέω",11,"G22270","{'brief': 'I make to live', 'long': 'I make that which was dead to live, cause to live, quicken.'}"
"συνζάω",3,"G48000","{'brief': 'I live together with', 'long': 'I live together with.'}"
"ἡσυχάζω",1,"G22700","{'brief': 'I rest, am silent, live quietly', 'long': 'I rest from work, cease from altercation, am silent, live quietly.'}"
"διάγω",1,"G12360","{'brief': 'I spend time, pass time, live', 'long': '(either trans. or intrans.), I spend time, pass time, live.'}"
"βιόω",1,"G09800","{'brief': 'I live, pass my life', 'long': 'I live, pass my life.'}"
"οἰκοδεσπότης",12,"G36170","{'brief': 'a head of a household', 'long': 'a head of a household.'}"
"κατακυριεύω",2,"G26340","{'brief': 'I exercise authority over, overpower', 'long': 'I exercise authority over, overpower, master.'}"
"καθηγητής",3,"G25190","{'brief': 'a leader, teacher, guide', 'long': 'a leader, teacher, guide, master.'}"
"δεσπότης",10,"G12030","{'brief': 'a lord, master, or prince', 'long': 'a lord, master, or prince.'}"
"ἐπιστάτης",7,"G19880","{'brief': 'master, teacher', 'long': 'master, teacher, chief, commander.'}"
"κυριακός",1,"G29600","{'brief': 'of the Lord', 'long': 'of the Lord, special to the Lord.'}"
"φιλέω",22,"G53680","{'brief': 'I love, kiss', 'long': 'I love (of friendship), regard with affection, cherish; I kiss.'}"
"ἀγάπη",115,"G00260","{'brief': 'love', 'long': 'love, benevolence, good will, esteem; plur: love-feasts.'}"
"φιλαδελφία",6,"G53600","{'brief': 'brotherly love', 'long': 'brotherly love, love of Christian brethren.'}"
"φίλανδρος",1,"G53620","{'brief': ""loving one's husband"", 'long': ""loving one's husband.""}"
"φιλότεκνος",1,"G53880","{'brief': ""loving one's children"", 'long': ""loving one's children.""}"
"φιλανθρωπία",1,"G53630","{'brief': 'love of mankind, benevolence', 'long': 'love of mankind, benevolence.'}"
"φιλάδελφος",1,"G53610","{'brief': 'loving the brethren', 'long': ""loving like a brother, loving one's brethren.""}"
"ἐλεήμων",2,"G16550","{'brief': 'full of pity, merciful', 'long': 'full of pity, merciful, compassionate.'}"
"ἐλεέω",32,"G16530","{'brief': 'I pity, have mercy on', 'long': 'I pity, have mercy on.'}"
"ἔλεος",27,"G16560","{'brief': 'pity, mercy', 'long': 'pity, mercy, compassion.'}"
"ἱλάσκομαι",2,"G24330","{'brief': 'I have mercy on, forgive', 'long': '(a) I have mercy on, show favor to, (b) trans. with object of sins: I forgive, pardon.'}"
"ἵλεως",1,"G24360","{'brief': 'propitious, forgiving', 'long': 'propitious, forgiving, merciful.'}"
"διακονέω",35,"G12470","{'brief': 'I wait at table, serve', 'long': 'I wait at table (particularly of a slave who waits on guests); I serve (generally).'}"
"διάκονος",30,"G12490","{'brief': 'a waiter, servant, administrator', 'long': 'a waiter, servant; then of any one who performs any service, an administrator.'}"
"λειτουργία",6,"G30090","{'brief': 'a charitable gift, public service', 'long': 'a charitable gift, public service in the widest sense; service as of priest or Levite ritual.'}"
"διακονία",34,"G12480","{'brief': 'waiting at table, service, ministration', 'long': 'waiting at table; in a wider sense: service, ministration.'}"
"λειτουργέω",3,"G30080","{'brief': 'I minister, serve publicly', 'long': 'I act in the public service, render service, minister, in the widest sense, of some special public religious service, but also of the service of priests and Levites.'}"
"ὑπηρετέω",3,"G52560","{'brief': 'I minister to, serve', 'long': 'I minister to, serve.'}"
"λειτουργός",4,"G30110","{'brief': 'a minister, servant', 'long': 'a minister, servant, of an official character; of priests and Levites.'}"
"λειτουργικός",1,"G30100","{'brief': 'ministering', 'long': 'given to serving (ministration), ministering.'}"
"δύναμις",119,"G14110","{'brief': 'might, power, marvelous works', 'long': '(a) physical power, force, might, ability, efficacy, energy, meaning (b) plur: powerful deeds, deeds showing (physical) power, marvelous works.'}"
"θαυμάσιος",1,"G22970","{'brief': 'wonderful', 'long': 'wonderful, admirable; subst: a wonder.'}"
"σμύρνα",2,"G46660","{'brief': 'myrrh', 'long': 'myrrh.'}"
"ὄνομα",229,"G36860","{'brief': 'name, character, reputation', 'long': 'name, character, fame, reputation.'}"
"τοὔνομα",1,"G51220","{'brief': 'by name', 'long': 'by name.'}"
"ἐπονομάζω",1,"G20280","{'brief': 'I name, impose a name on', 'long': 'I name, impose a name on; pass: am named.'}"
"παραβολή",49,"G38500","{'brief': 'a parable, comparison', 'long': '(a) a comparison, (b) a parable, often of those uttered by our Lord, (c) a proverb, an adage.'}"
"παροιμία",2,"G39420","{'brief': 'an allegory, proverb', 'long': 'a cryptic saying, an allegory; a proverb, figurative discourse.'}"
"Πάσχα",29,"G39570","{'brief': 'the feast of Passover, the Passover lamb', 'long': 'the feast of Passover, the Passover lamb.'}"
"ἀπόλλυμι",81,"G06220","{'brief': 'I destroy, lose, am perishing', 'long': '(a) I kill, destroy, (b) I lose, mid: I am perishing (the resultant death being viewed as certain).'}"
"ἀποθνῄσκω",12,"G05990","{'brief': 'I am dying, am about to die', 'long': 'I am dying, am about to die, wither, decay.'}"
"ἀφανίζω",1,"G08530","{'brief': 'I cause to disappear, I hide, remove, disfigure', 'long': 'I cause to disappear, hide, remove; I disfigure (probably by leaving unwashed for a long period), destroy.'}"
"φθαρτός",6,"G53490","{'brief': 'corruptible, perishable', 'long': 'corruptible, perishable.'}"
"συναπόλλυμι",1,"G48810","{'brief': 'I perish along with', 'long': 'I perish along with.'}"
"Φαρισαῖος",98,"G53300","{'brief': 'a Pharisee', 'long': 'a Pharisee, one of the Jewish sect so called.'}"
"δύναμαι",178,"G14100","{'brief': 'I am powerful, am able', 'long': '(a) I am powerful, have (the) power, (b) I am able, I can.'}"
"δυνατός",29,"G14150","{'brief': 'powerful, able, possible', 'long': '(a) of persons: powerful, able, (b) of things: possible.'}"
"δυνατέω",3,"G14140","{'brief': 'I am powerful, able', 'long': 'I am powerful, have power, am able, am mighty.'}"
"ἰσχύς",6,"G24790","{'brief': 'strength, power', 'long': 'strength (absolutely), power, might, force, ability.'}"
"κράτος",10,"G29040","{'brief': 'dominion, strength, power', 'long': 'dominion, strength, power; a mighty deed.'}"
"προσεύχομαι",87,"G43360","{'brief': 'I pray, pray for', 'long': 'I pray, pray for, offer prayer.'}"
"προσευχή",37,"G43350","{'brief': 'prayer, a place for prayer', 'long': '(a) prayer (to God), (b) a place for prayer (used by Jews, perhaps where there was no synagogue).'}"
"δέησις",18,"G11620","{'brief': 'supplication, prayer', 'long': 'supplication, prayer, entreaty.'}"
"ἐρωτάω",15,"G20650","{'brief': 'I ask, question, request', 'long': '(a) I ask (a question), question, (b) I request, make a request to, pray.'}"
"εὔχομαι",4,"G21720","{'brief': 'I pray, wish', 'long': 'I pray, wish.'}"
"ἔντευξις",1,"G17830","{'brief': 'a petition, prayer, intercession', 'long': '(lit: approaching the king, hence a technical term), a petition, prayer, intercession.'}"
"εὐχή",3,"G21710","{'brief': 'a prayer, vow', 'long': 'a prayer comprising a vow; a prayer, vow.'}"
