"lemma","count","strong","lexicon"
"προαύλιον",1,"G42590","{'brief': 'a porch', 'long': 'a porch, court before a building, vestibule.'}"
"βοῦς",8,"G10160","{'brief': 'an ox', 'long': 'an ox, cow, bull.'}"
"θρέμμα",1,"G23530","{'brief': 'cattle', 'long': '(lit: a nursling, hence probably) plur: cattle.'}"
"μόσχος",6,"G34480","{'brief': 'a calf', 'long': 'a calf, heifer, young bull.'}"
"ταῦρος",1,"G50220","{'brief': 'a bull, an ox', 'long': 'a bull, an ox.'}"
"μοσχοποιέω",1,"G34470","{'brief': 'I make a model of a calf', 'long': 'I make an image of a calf.'}"
"κτίστης",1,"G29390","{'brief': 'a founder, creator, God', 'long': '(often of the founder of a city), creator, God.'}"
"κτίζω",13,"G29360","{'brief': 'I create, form, shape, make', 'long': 'I create, form, shape, make, always of God.'}"
"κτίσις",16,"G29370","{'brief': 'creation, creature, institution', 'long': '(often of the founding of a city), (a) abstr: creation, (b) concr: creation, creature, institution; always of Divine work, (c) an institution, ordinance.'}"
"κτίσμα",4,"G29380","{'brief': 'a created thing, creature', 'long': 'a created thing, a creature.'}"
"ζῷον",23,"G22260","{'brief': 'an animal', 'long': 'an animal, living creature.'}"
"κακοῦργος",4,"G25570","{'brief': 'a criminal', 'long': '(lit: an evil-worker), a criminal.'}"
"ῥᾳδιούργημα",1,"G44670","{'brief': 'an act of villainy', 'long': 'a careless action, an act of villainy.'}"
"διάδημα",3,"G12380","{'brief': 'a head-wreath, crown', 'long': 'a head-wreath, crown, diadem.'}"
"στέφανος",18,"G47350","{'brief': 'a crown, garland', 'long': 'a crown, garland, honor, glory.'}"
"στεφανόω",3,"G47370","{'brief': 'I crown, adorn', 'long': 'I crown, adorn, decorate.'}"
"βοάω",12,"G09940","{'brief': 'I shout, call aloud', 'long': 'I shout, call aloud, proclaim.'}"
"κράζω",55,"G28960","{'brief': 'I cry aloud, shriek', 'long': 'I cry aloud, shriek.'}"
"κλαίω",28,"G27990","{'brief': 'I weep, weep for, mourn', 'long': 'I weep, weep for, mourn, lament.'}"
"κλαυθμός",1,"G28050","{'brief': 'weeping, lamentation', 'long': 'weeping, lamentation, crying.'}"
"κραυγάζω",6,"G29050","{'brief': 'I cry aloud, shout', 'long': 'I cry aloud, shout, exclaim.'}"
"κραυγή",2,"G29060","{'brief': 'a shout, clamor, outcry', 'long': '(a) a shout, cry, clamor, (b) outcry, clamoring against another.'}"
"λέγω",5,"G30040","{'brief': 'I say, speak', 'long': '(denoting speech in progress), (a) I say, speak; I mean, mention, tell, (b) I call, name, especially in the pass., (c) I tell, command.'}"
"φωνέω",5,"G54550","{'brief': 'I crow, shout, summon', 'long': 'I give forth a sound, hence: (a) of a cock: I crow, (b) of men: I shout, (c) trans: I call (to myself), summon; I invite, address.'}"
"φωνή",100,"G54560","{'brief': 'a sound, noise, voice', 'long': 'a sound, noise, voice, language, dialect.'}"
"ἀνακράζω",5,"G03490","{'brief': 'I shout aloud', 'long': 'I shout aloud, cry out.'}"
"ἀναβαίνω",1,"G03050","{'brief': 'I go up, mount, ascend', 'long': 'I go up, mount, ascend; of things: I rise, spring up, come up.'}"
"ἀναβοάω",1,"G03100","{'brief': 'I shout upwards, cry out, raise my voice', 'long': 'I shout upwards, cry out, raise my voice.'}"
"ἀναφωνέω",1,"G04000","{'brief': 'I call out, shout', 'long': 'I call out, shout, exclaim.'}"
"δακρύω",1,"G11450","{'brief': 'I shed tears, week', 'long': 'I shed tears, weep.'}"
"ἐπιφωνέω",4,"G20190","{'brief': 'I call out, shout', 'long': 'I call out, shout, clamor at.'}"
"καταπέτασμα",6,"G26650","{'brief': 'a veil, curtain', 'long': '(lit: that which is spread out downwards, that which hangs down), a curtain, veil, of that which separated the Holy of Holies from the outer parts of the temple at Jerusalem, also of an outer curtain at the entrance to the Holy Place in the same temple.'}"
"ἐκκόπτω",9,"G15810","{'brief': 'I cut out, cut off', 'long': 'I cut out (off, away), remove, prevent.'}"
"αὐχμηρός",1,"G08500","{'brief': 'dingy, dusky, obscure, dark, funereal', 'long': '(poetical, lit: dry and parched; then: squalid and rough), dingy, murky, obscure, dark, funereal.'}"
"γνόφος",1,"G11050","{'brief': 'darkness, gloom', 'long': 'darkness, gloom; a thick cloud.'}"
"ζόφος",4,"G22170","{'brief': 'darkness, murkiness', 'long': 'darkness, murkiness, gloom.'}"
"σκοτία",17,"G46530","{'brief': 'darkness', 'long': 'darkness; fig: spiritual darkness.'}"
"σκοτεινός",3,"G46520","{'brief': 'full of darkness, dark', 'long': 'full of darkness, dark.'}"
"σκοτίζω",5,"G46540","{'brief': 'I darken', 'long': 'I darken.'}"
"σκότος",30,"G46550","{'brief': 'darkness', 'long': 'darkness, either physical or moral.'}"
"ἐκλείπω",1,"G15870","{'brief': 'I fail utterly, cease, die', 'long': 'I fail, die out, come to an end, am defunct.'}"
"σκοτόω",3,"G46560","{'brief': 'I darken', 'long': '(lit. or met.) I darken.'}"
"θάνατος",120,"G22880","{'brief': 'death', 'long': 'death, physical or spiritual.'}"
"θανατηφόρος",1,"G22870","{'brief': 'death-bringing, deadly', 'long': 'death-bringing, deadly.'}"
"θανατόω",11,"G22890","{'brief': 'I put to death, subdue', 'long': 'I put to death, subdue; pass: I am in danger of death, am dead to, am rid of, am parted from.'}"
"κοιμάω",17,"G28370","{'brief': 'I fall asleep, am asleep', 'long': 'I fall asleep, am asleep, sometimes of the sleep of death.'}"
"νέκρωσις",2,"G35000","{'brief': 'putting to death, lifeless condition', 'long': '(a) putting to death, (b) dead or lifeless condition.'}"
"νεκρός",128,"G34980","{'brief': 'dead, a corpse', 'long': '(a) adj: dead, lifeless, subject to death, mortal, (b) noun: a dead body, a corpse.'}"
"νεκρόω",3,"G34990","{'brief': 'I put to death, render weak', 'long': 'lit. and met: I put to death, make as dead; I render weak, impotent.'}"
"συναποθνῄσκω",3,"G48800","{'brief': 'I die together with', 'long': 'I die together with.'}"
"θνῄσκω",9,"G23480","{'brief': 'I am dying, am dead', 'long': 'I die, am dying, am dead.'}"
"τελευτάω",10,"G50530","{'brief': 'I end, finish, die', 'long': 'I end, finish, die, complete.'}"
"τελευτή",1,"G50540","{'brief': 'end of life, death', 'long': 'end of life, death.'}"
"ἀποθνῄσκω",111,"G05990","{'brief': 'I am dying, am about to die', 'long': 'I am dying, am about to die, wither, decay.'}"
"ἀπογίνομαι",1,"G05810","{'brief': 'I go out of being, cease to be, die', 'long': 'I am away, am removed from, depart life, die.'}"
"ἀργός",1,"G06920","{'brief': 'idle, lazy, thoughtless', 'long': 'idle, lazy, thoughtless, unprofitable, injurious.'}"
"ἐκψύχω",2,"G16340","{'brief': 'I breathe my last, die, expire', 'long': 'I breathe my last, die, expire.'}"
"ἐπιθανάτιος",1,"G19350","{'brief': 'at the point of death, condemned to death', 'long': 'at the point of death, condemned to death.'}"
"φονεύω",1,"G54070","{'brief': 'I murder', 'long': 'I murder, kill.'}"
"ἡμιθανής",1,"G22530","{'brief': 'half-dead', 'long': 'half-dead.'}"
"δόλος",9,"G13880","{'brief': 'deceit, guile, treachery', 'long': 'deceit, guile, treachery.'}"
"παραλογίζομαι",1,"G38840","{'brief': 'I deceive, beguile', 'long': 'I deceive, beguile, reason falsely, mislead.'}"
"πλάνη",10,"G41060","{'brief': 'a wandering, error', 'long': 'a wandering; fig: deceit, delusion, error, sin.'}"
"πλάνος",5,"G41080","{'brief': 'misleading, a deceiver', 'long': 'adj: misleading, deceiving, wandering; as subst: a deceiver, imposter.'}"
"φρεναπάτης",1,"G54230","{'brief': 'a mind-deceiver', 'long': 'a deceiver, seducer.'}"
"φρεναπατάω",1,"G54220","{'brief': 'I deceive the mind', 'long': 'I deceive the mind, impose upon.'}"
"ἀπάτη",7,"G05390","{'brief': 'deceit, deception', 'long': 'deceit, deception, deceitfulness, delusion.'}"
"ἀπατάω",3,"G05380","{'brief': 'I deceive, lead into error', 'long': 'I deceive, cheat, lead into error.'}"
"ἀποπλανάω",1,"G06350","{'brief': 'I cause to wander astray, have wandered away', 'long': 'I cause to go astray; pass: I am led astray.'}"
"δολιόω",1,"G13870","{'brief': 'I act deceitfully, deceive', 'long': 'I act deceitfully, deceive, use fraud.'}"
"ἐξαπατάω",6,"G18180","{'brief': 'I deceive thoroughly', 'long': 'I deceive thoroughly.'}"
"δηλόω",1,"G12130","{'brief': 'I show, make clear, reveal', 'long': 'I show, make clear, reveal.'}"
"διαγγέλλω",2,"G12290","{'brief': 'I announce throughout, spread the news of', 'long': 'I announce throughout (the world), spread the news of, give notice of, teach.'}"
"λαλέω",1,"G29800","{'brief': 'I speak, say', 'long': '(I talk, chatter in classical Greek, but in NT a more dignified word) I speak, say.'}"
"φάσκω",1,"G53350","{'brief': 'I assert, affirm, profess', 'long': 'I assert, affirm, profess.'}"
"ἀναγγέλλω",13,"G03120","{'brief': 'I announce, make known, report', 'long': 'I bring back word, report; I announce, declare.'}"
"ἀπαγγέλλω",42,"G05180","{'brief': 'I report, bring a report, announce', 'long': 'I report (from one place to another), bring a report, announce, declare.'}"
"ἐκδιηγέομαι",1,"G15550","{'brief': 'I narrate at length, declare', 'long': 'I narrate at length, declare.'}"
"ἑαυτοῦ",1,"G14380","{'brief': 'himself, herself, itself', 'long': 'himself, herself, itself.'}"
"ὁμολογέω",1,"G36700","{'brief': 'I confess, profess, acknowledge, praise', 'long': '(a) I promise, agree, (b) I confess, (c) I publicly declare, (d) a Hebraism, I praise, celebrate.'}"
"ὁρίζω",3,"G37240","{'brief': 'I define, determine, appoint, decree', 'long': 'I separate, mark off by boundaries; I determine, appoint, designate.'}"
"δόγμα",5,"G13780","{'brief': 'a decree, edict, ordinance', 'long': 'a decree, edict, ordinance.'}"
"ἐνκαινίζω",2,"G14570","{'brief': 'I consecrate, dedicate', 'long': 'I consecrate, dedicate, renovate.'}"
"κοινόω",12,"G28400","{'brief': 'I make unclean, regard as unclean', 'long': 'I make unclean, pollute, desecrate, mid: I regard (treat) as unclean.'}"
"κοινός",1,"G28390","{'brief': 'common, shared, unclean', 'long': '(a) common, shared, (b) Hebraistic use: profane; dirty, unclean, unwashed.'}"
"μιασμός",1,"G33940","{'brief': 'the act of pollution, defilement', 'long': 'the act of pollution, defilement.'}"
"μολύνω",3,"G34350","{'brief': 'I soil, stain, pollute, defile', 'long': 'I soil, stain, pollute, defile, lit. and met.'}"
"σπιλόω",2,"G46950","{'brief': 'I defile, spot', 'long': 'I defile, spot, stain, soil.'}"
"εὐδοκέω",15,"G21060","{'brief': 'I am resolved, well-pleased', 'long': 'I am well-pleased, think it good, am resolved.'}"
"εὐδοκία",1,"G21070","{'brief': 'good-will, favor', 'long': '(a) good-will (good-pleasure), favor, feeling of complacency of God to man, (b) good-pleasure, satisfaction, happiness, delight of men.'}"
"ἐξαιρέω",6,"G18070","{'brief': 'I remove, choose, rescue', 'long': 'I take out, remove; sometimes (mid): I choose, sometimes: I rescue.'}"
"ἐπιδίδωμι",1,"G19290","{'brief': 'I hand in, give up, give way', 'long': '(a) trans: I hand in, give up, (b) intrans: I give way (to the wind).'}"
"ῥύομαι",16,"G45060","{'brief': 'I rescue', 'long': 'I rescue, deliver (from danger or destruction).'}"
"γένος",4,"G10850","{'brief': 'offspring, family, race, kind', 'long': 'offspring, family, race, nation, kind.'}"
"σπέρμα",21,"G46900","{'brief': 'seed, offspring', 'long': '(a) seed, commonly of cereals, (b) offspring, descendents.'}"
"ἔρημος",46,"G20480","{'brief': 'deserted, desolate, a desert', 'long': 'as an adj: deserted, desolate, waste; hence: the desert, to the east and south of Palestine; of a person: deserted, abandoned, desolate.'}"
"ἐρημία",4,"G20470","{'brief': 'a desert place', 'long': 'a desert place, desert, uninhabited region.'}"
"ἐρήμωσις",3,"G20500","{'brief': 'desolation, devastation', 'long': 'a desolation, devastation.'}"
"ἐρημόω",4,"G20490","{'brief': 'I destroy, strip, rob', 'long': '(a) I make desolate, bring to desolation, destroy, waste, (b) of a person: I strip, rob.'}"
"καταργέω",2,"G26730","{'brief': 'I bring to naught, sever, abolish', 'long': '(a) I make idle (inactive), make of no effect, annul, abolish, bring to naught, (b) I discharge, sever, separate from.'}"
"ἀπόλλυμι",1,"G06220","{'brief': 'I destroy, lose, am perishing', 'long': '(a) I kill, destroy, (b) I lose, mid: I am perishing (the resultant death being viewed as certain).'}"
"ὀλοθρεύω",1,"G36450","{'brief': 'I destroy', 'long': 'I destroy, cause to perish.'}"
"βδελυκτός",1,"G09470","{'brief': 'abominable, detestable', 'long': 'abominable, detestable.'}"
"μισέω",1,"G34040","{'brief': 'I hate, detest', 'long': 'I hate, detest, love less, esteem less.'}"
"καταπίνω",1,"G26660","{'brief': 'I swallow, devour, destroy', 'long': 'I drink down, swallow, devour, destroy, consume.'}"
"ἐσθίω",2,"G20680","{'brief': 'I eat', 'long': 'I eat, partake of food; met: I devour, consume (e.g. as rust does).'}"
"διάκρισις",2,"G12530","{'brief': 'distinguishing, deciding, passing sentence on', 'long': 'distinguishing; hence: deciding, passing sentence on; the act of judgment, discernment.'}"
"διακρίνω",2,"G12520","{'brief': 'I distinguish, discern, doubt, hesitate', 'long': 'I separate, distinguish, discern one thing from another; I doubt, hesitate, waver.'}"
"δοκιμάζω",2,"G13810","{'brief': 'I put to the test, prove, examine', 'long': 'I put to the test, prove, examine; I distinguish by testing, approve after testing; I am fit.'}"
"ἀνακρίνω",14,"G03500","{'brief': 'I examine, inquire into', 'long': 'I examine, inquire into, investigate, question.'}"
"ἀτιμία",7,"G08190","{'brief': 'disgrace, dishonor', 'long': 'disgrace, dishonor; a dishonorable use.'}"
"παρακοή",3,"G38760","{'brief': 'disobedience', 'long': 'disobedience, imperfect hearing.'}"
"ἀπείθεια",6,"G05430","{'brief': 'willful unbelief, obstinacy, disobedience', 'long': 'willful unbelief, obstinacy, disobedience.'}"
"ἀπειθέω",12,"G05440","{'brief': 'I disobey, rebel, am disloyal', 'long': 'I disobey, rebel, am disloyal, refuse conformity.'}"
"ἀπειθής",6,"G05450","{'brief': 'unbelieving, disobedient', 'long': 'unbelieving, disobedient, who will not be persuaded.'}"
"διασπορά",3,"G12900","{'brief': 'dispersion', 'long': 'lit: scattering abroad of seed by the sower, hence: dispersion, used especially of the Jews who had migrated and were scattered over the ancient world.'}"
"Πύθων",1,"G44360","{'brief': 'a divining spirit', 'long': 'a divining spirit, Python, called after the Pythian serpent said to have guarded the oracle at Delphi and been slain by Apollo.'}"
"ἀπολύω",17,"G06300","{'brief': 'I release, let go, send away, divorce', 'long': 'I release, let go, send away, divorce, am rid; mid: I depart.'}"
"ἀποστάσιον",1,"G06470","{'brief': 'repudiation, divorce', 'long': 'repudiation, divorce; met: bill of divorce.'}"
"ἀφίημι",3,"G08630","{'brief': 'I send away, release, remit, forgive, permit', 'long': '(a) I send away, (b) I let go, release, permit to depart, (c) I remit, forgive, (d) I permit, suffer.'}"
"διδασκαλία",12,"G13190","{'brief': 'instruction, teaching', 'long': 'instruction, teaching.'}"
"διδαχή",30,"G13220","{'brief': 'teaching, doctrine', 'long': 'teaching, doctrine, what is taught.'}"
"ἑτεροδιδασκαλέω",2,"G20850","{'brief': 'I teach different things', 'long': 'I teach different things, that is, different from the true or necessary teaching.'}"
"ὀνάριον",1,"G36780","{'brief': 'a young ass', 'long': 'a young ass.'}"
"ὄνος",5,"G36880","{'brief': 'a donkey, an ass', 'long': 'a donkey, an ass.'}"
"ὑποζύγιον",1,"G52680","{'brief': 'a beast of burden, an ass or mule', 'long': 'a beast of burden, an ass or mule.'}"
"περιστερά",10,"G40580","{'brief': 'a dove', 'long': 'a dove, pigeon.'}"
"ἐνύπνιον",1,"G17980","{'brief': 'a dream, vision', 'long': 'a dream, vision.'}"
"ἐνυπνιάζομαι",2,"G17970","{'brief': 'I dream', 'long': 'I dream (see visions) in my sleep.'}"
"ὄναρ",6,"G36770","{'brief': 'a dream', 'long': 'a dream.'}"
"μέθη",3,"G31780","{'brief': 'drunkenness', 'long': 'deep drinking, drunkenness.'}"
"μέθυσος",2,"G31830","{'brief': 'a drunkard', 'long': 'a drunkard.'}"
"μεθύω",7,"G31840","{'brief': 'I am drunk', 'long': 'I am intoxicated with wine, am drunk.'}"
"μεθύσκω",3,"G31820","{'brief': 'I make drunk', 'long': 'I make drunk; pass: I become drunk.'}"
"οἰνοπότης",2,"G36300","{'brief': 'an excessive wine-drinker', 'long': 'an excessive wine-drinker.'}"
"οἰνοφλυγία",1,"G36320","{'brief': 'drunkenness', 'long': 'drunkenness, debauchery.'}"
"ἀετός",5,"G01050","{'brief': 'an eagle, bird of prey', 'long': 'an eagle, bird of prey.'}"
"γῆ",172,"G10930","{'brief': 'the earth, soil, land', 'long': 'the earth, soil, land, region, country, inhabitants of a region.'}"
"καταχθόνιος",1,"G27090","{'brief': 'under the earth, subterranean', 'long': 'under the earth, subterranean, infernal.'}"
"κοσμικός",1,"G28860","{'brief': 'earthly, worldly', 'long': 'earthly, worldly (belonging to the present earthly world as opposed to the heavenly and future).'}"
"σεισμός",1,"G45780","{'brief': 'an earthquake, storm', 'long': 'a shaking (as an earthquake); a storm.'}"
"χοϊκός",2,"G55170","{'brief': 'earthy, made of earth', 'long': 'earthy, made of earth.'}"
"ἐπίγειος",7,"G19190","{'brief': 'earthly', 'long': '(a) on the earth, belonging to the earth (as opposed to the sky), (b) in a spiritual sense, belonging to the earthly sphere, earthly (as opposed to heavenly).'}"
"ὀστράκινος",1,"G37490","{'brief': 'made of earth', 'long': 'made of clay, earthen.'}"
"πρεσβύτερος",64,"G42450","{'brief': 'elder', 'long': 'elder, usually used as subst.; an elder, a member of the Sanhedrin, an elder of a Christian assembly.'}"
"πρεσβυτέριον",3,"G42440","{'brief': 'an assembly of elders', 'long': 'an assembly of elders, the Sanhedrin, officers of the church assembly, presbytery.'}"
"πρεσβύτης",3,"G42460","{'brief': 'an old man', 'long': 'an old man, an ambassador.'}"
"συνπρεσβύτερος",1,"G48500","{'brief': 'a fellow elder', 'long': 'a fellow elder.'}"
"κακοπαθέω",3,"G25530","{'brief': 'I suffer evil, endure affliction', 'long': 'I suffer evil, endure affliction.'}"
"καρτερέω",1,"G25940","{'brief': 'I persevere, endure', 'long': 'I persevere, endure, am steadfast, patient.'}"
"ἐπιτελέω",1,"G20050","{'brief': 'I complete, accomplish, perfect', 'long': 'I complete, accomplish, perfect.'}"
"τροποφορέω",1,"G51590","{'brief': 'I endure the ways of', 'long': 'I endure the ways of, put up with.'}"
"ὑπομένω",15,"G52780","{'brief': 'I remain behind, endure', 'long': '(a) I remain behind, (b) I stand my ground, show endurance, (c) I endure, bear up against, persevere.'}"
"ὑποφέρω",3,"G52970","{'brief': 'I endure, suffer', 'long': 'I bear up under, endure, suffer.'}"
"ὑπομονή",23,"G52810","{'brief': 'endurance, steadfastness', 'long': 'endurance, steadfastness, patient waiting for.'}"
"δουλόω",7,"G14020","{'brief': 'I enslave', 'long': 'I enslave.'}"
"δουλαγωγέω",1,"G13960","{'brief': 'I enslave', 'long': 'I bring into subjection, enslave, treat as a slave.'}"
"δουλεύω",17,"G13980","{'brief': 'I am a slave, am subject to, obey', 'long': 'I am a slave, am subject to, obey, am devoted.'}"
"καταδουλόω",2,"G26150","{'brief': 'I enslave', 'long': 'I enslave.'}"
"ἀνδραποδιστής",1,"G04050","{'brief': 'an enslaver, a kidnapper', 'long': 'an enslaver, one who forcibly enslaves, a kidnapper.'}"
"ζῆλος",1,"G22050","{'brief': 'eagerness, zeal, rivalry', 'long': '(a) eagerness, zeal, enthusiasm, (b) jealousy, rivalry.'}"
"ζηλόω",2,"G22060","{'brief': 'I am jealous, eager for', 'long': '(a) intrans: I am jealous, (b) trans: I am jealous of, with acc. of a person; I am eager for, am eager to possess, with acc. of a thing.'}"
"πλεονέκτης",4,"G41230","{'brief': 'a covetous person', 'long': 'a covetous or avaricious person; one desirous of having more.'}"
"πλεονεξία",10,"G41240","{'brief': 'covetousness, avarice', 'long': 'covetousness, avarice, aggression, desire for advantage.'}"
"φθονέω",1,"G53540","{'brief': 'I envy', 'long': 'I envy.'}"
"φθόνος",9,"G53550","{'brief': 'envy, a grudge', 'long': 'envy, a grudge, spite.'}"
"ἀφιλάργυρος",1,"G08660","{'brief': 'not loving money, not avaricious', 'long': 'not loving money, not avaricious.'}"
"ἐπιθυμέω",6,"G19370","{'brief': 'I long for, covet, lust after', 'long': 'I long for, covet, lust after, set the heart upon.'}"
"ἐπιθυμία",32,"G19390","{'brief': 'desire, eagerness for, inordinate desire, lust', 'long': 'desire, eagerness for, inordinate desire, lust.'}"
"κακοποιός",3,"G25550","{'brief': 'an evil-doer', 'long': 'doing evil; subst: an evil-doer.'}"
"παρεπίδημος",3,"G39270","{'brief': 'residing in a strange country, a stranger', 'long': 'residing in a strange country; subst: a stranger, sojourner.'}"
"ἀγαλλίασις",5,"G00200","{'brief': 'exultation, exhilaration', 'long': 'wild joy, ecstatic delight, exultation, exhilaration.'}"
"ἀγαλλιάω",8,"G00210","{'brief': 'I exult, am full of joy', 'long': 'I exult, am full of joy.'}"
"πρόσωπον",63,"G43830","{'brief': 'the face, countenance, surface', 'long': 'the face, countenance, surface.'}"
"ὄψις",2,"G37990","{'brief': 'the features, outward appearance', 'long': '(a) the face, countenance, (b) the features, outward appearance.'}"
"ψευδοπροφήτης",11,"G55780","{'brief': 'a false prophet', 'long': ""a false prophet; one who in God's name teaches what is false.""}"
"ψευδομαρτυρέω",5,"G55760","{'brief': 'I testify falsely', 'long': 'I testify falsely, bear false witness.'}"
"ψευδομαρτυρία",1,"G55770","{'brief': 'false testimony', 'long': 'false testimony, false witness.'}"
"ψευδόμαρτυς",1,"G55750","{'brief': 'a false witness', 'long': 'a false witness.'}"
"πατριά",2,"G39650","{'brief': 'a family, tribe', 'long': 'lineage, ancestry; a family, tribe.'}"
"λιμός",12,"G30420","{'brief': 'a famine, hunger', 'long': 'a famine, hunger.'}"
"νηστεία",6,"G35210","{'brief': 'fasting, the day of atonement', 'long': 'fasting, the day of atonement.'}"
"νηστεύω",20,"G35220","{'brief': 'I fast', 'long': 'I fast, abstain from food.'}"
"πατήρ",148,"G39620","{'brief': 'father, Father, ancestor', 'long': 'father, (Heavenly) Father, ancestor, elder, senior.'}"
"πατρῷος",3,"G39710","{'brief': 'hereditary', 'long': 'hereditary, received from fathers.'}"
"προπάτωρ",1,"G43105","{'brief': 'I suffer previously', 'long': 'I suffer previously.'}"
"γάμος",8,"G10620","{'brief': 'a marriage, wedding, wedding-feast', 'long': 'a marriage, wedding, wedding-ceremony; plur: a wedding-feast.'}"
"δεῖπνον",16,"G11730","{'brief': 'a dinner, an afternoon or evening meal', 'long': 'a dinner, an afternoon or evening meal.'}"
"συνευωχέω",2,"G49100","{'brief': 'I feast sumptuously with', 'long': 'I feast sumptuously with.'}"
"ἐνκαίνια",1,"G14560","{'brief': 'a renewal, dedication', 'long': 'a renewal, dedication; the feast of rededication.'}"
"ἑορτάζω",1,"G18580","{'brief': 'I keep a feast', 'long': 'I take part in a festival, keep a feast (allegorically).'}"
"ἑορτή",25,"G18590","{'brief': 'a festival, feast', 'long': 'a festival, feast, periodically recurring.'}"
"συκῆ",16,"G48080","{'brief': 'a fig-tree', 'long': 'a fig-tree.'}"
"σῦκον",4,"G48100","{'brief': 'a fig', 'long': 'a (ripe) fig.'}"
"ὄλυνθος",1,"G36530","{'brief': 'an unripe fig', 'long': 'an unripe fig, one which, not ripening in due time, grows through the winter and falls off in the spring.'}"
"καυσόω",2,"G27410","{'brief': 'I burn up', 'long': 'I burn with great heat.'}"
"πυρά",2,"G44430","{'brief': 'a fire', 'long': 'a fire, pile of burning fuel.'}"
"πῦρ",71,"G44420","{'brief': 'fire, trials', 'long': 'fire; the heat of the sun, lightning; fig: strife, trials; the eternal fire.'}"
"πύρινος",1,"G44470","{'brief': 'fiery, glittering', 'long': 'fiery, glittering.'}"
"πυρόω",1,"G44480","{'brief': 'I burn, am purified by fire', 'long': 'pass: I burn, am set on fire, am inflamed; glow with heat, am purified by fire.'}"
"πύρωσις",1,"G44510","{'brief': 'a burning, trial, fiery test', 'long': 'a burning, trial, fiery test.'}"
"φλογίζω",2,"G53940","{'brief': 'I inflame, fire with passion', 'long': 'I inflame, fire with passion, set on fire, burn up.'}"
"φῶς",26,"G54570","{'brief': 'light, a source of light', 'long': 'light, a source of light, radiance.'}"
"ἀνθρακιά",2,"G04390","{'brief': 'a heap of burning coals', 'long': 'a coal-fire, a heap of burning coals.'}"
"πρωτότοκος",8,"G44160","{'brief': 'first-born', 'long': 'first-born, eldest.'}"
"ἀπαρχή",9,"G05360","{'brief': 'the first-fruits', 'long': 'the first-fruits, the earliest crop of the year, hence also met., for example, of the earliest converts in a district; there is evidence in favor of rendering in some passages merely by: sacrifice, gift.'}"
"ἁλιεύς",5,"G02310","{'brief': 'a fisherman', 'long': 'a fisherman.'}"
"ποίμνη",5,"G41670","{'brief': 'a flock', 'long': 'a flock (of sheep or goats).'}"
"ποίμνιον",5,"G41680","{'brief': 'a little flock', 'long': 'a little flock.'}"
"κατακλύζω",1,"G26260","{'brief': 'I flood over, overwhelm', 'long': 'I flood over, overwhelm, inundate.'}"
"κατακλυσμός",4,"G26270","{'brief': 'a deluge, flood', 'long': 'a deluge, flood.'}"
"πλήμμυρα",1,"G41320","{'brief': 'a flood', 'long': 'a flood.'}"
"ποταμοφόρητος",1,"G42160","{'brief': 'carried away by a stream', 'long': 'carried away by a stream.'}"
"αὐλητής",1,"G08340","{'brief': 'a flute-player', 'long': 'a flute-player.'}"
"αὐλός",1,"G08360","{'brief': 'a flute, pipe', 'long': 'a flute, pipe.'}"
"αὐλέω",1,"G08320","{'brief': 'I play the flute, pipe', 'long': 'I play the flute, pipe.'}"
"πούς",4,"G42280","{'brief': 'the foot', 'long': 'the foot.'}"
"ὑποπόδιον",7,"G52860","{'brief': 'a footstool', 'long': 'a footstool.'}"
"πάροικος",1,"G39410","{'brief': 'a stranger, foreigner', 'long': 'foreign, alien, subst: a foreigner, sojourner.'}"
"ἀλλογενής",1,"G02410","{'brief': 'of another nation, a foreigner', 'long': 'of another nation, a foreigner.'}"
"ἀλλότριος",3,"G02450","{'brief': 'belonging to another person, foreign', 'long': 'belonging to another person, belonging to others, foreign, strange.'}"
"ἔξω",1,"G18540","{'brief': 'without, outside', 'long': 'without, outside.'}"
"προγινώσκω",5,"G42670","{'brief': 'I know beforehand', 'long': 'I know beforehand, foreknow.'}"
"πρόγνωσις",2,"G42680","{'brief': 'foreknowledge', 'long': 'foreknowledge, previous determination.'}"
"πορνεία",25,"G42020","{'brief': 'fornication, idolatry', 'long': 'fornication, whoredom; met: idolatry.'}"
"πορνεύω",8,"G42030","{'brief': 'I fornicate, practice idolatry', 'long': 'I fornicate; met: I practice idolatry.'}"
"πόρνος",10,"G42050","{'brief': 'a fornicator', 'long': 'a fornicator, man who prostitutes himself.'}"
"ἐκπορνεύω",1,"G16080","{'brief': 'I am guilty of fornication', 'long': 'I am guilty of fornication.'}"
"ἐγκαταλείπω",1,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"ἐνκαταλίπω",1,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"ἐνκαταλείπω",2,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"θεμέλιον",1,"G23100","{'brief': 'belonging to the foundation', 'long': '(properly, an adj: belonging to the foundation), a foundation stone.'}"
"θεμέλιος",15,"G23100","{'brief': 'belonging to the foundation', 'long': '(properly, an adj: belonging to the foundation), a foundation stone.'}"
"θεμελιόω",5,"G23110","{'brief': 'I found, lay the foundation', 'long': 'I found, lay the foundation (lit. and met.).'}"
