"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"Θεὸς","θεός","G23160","2co","1","3","15","Θεὸς",1,0,"the God",2,0,"Θεὸς = the God",0.021,"For Θεὸς - Specific alignment ""Θεὸς = the God"" used infrequently: 2.1% out of 239 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","1","5","14","τοῦ Χριστοῦ",2,0,"Christ",1,0,"τοῦ Χριστοῦ = Christ",0.027,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = Christ"" used infrequently: 2.7% out of 255 total alignments, threshold 5%","","","",""
"γενομένης","γίνομαι","G10960","2co","1","8","10","τῆς γενομένης",2,0,"that happened",2,0,"τῆς γενομένης = that happened",0.021,"For γενομένης - Specific alignment ""τῆς γενομένης = that happened"" used infrequently: 2.1% out of 48 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2co","10","1","12","μὲν ταπεινὸς",2,0,"I",1,0,"μὲν ταπεινὸς = I",0.008,"For μὲν - Specific alignment ""μὲν ταπεινὸς = I"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2co","10","1","14","μὲν ταπεινὸς",2,0,"am meek",2,0,"μὲν ταπεινὸς = am meek",0.008,"For μὲν - Specific alignment ""μὲν ταπεινὸς = am meek"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"λόγος","λόγος","G30560","2co","10","10","14","λόγος",1,0,"speech",1,0,"λόγος = speech",0.014,"For λόγος - Specific alignment ""λόγος = speech"" used infrequently: 1.4% out of 71 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","10","4","10","τῷ Θεῷ",2,0,"divinely",1,0,"τῷ Θεῷ = divinely",0.006,"For Θεῷ - Specific alignment ""τῷ Θεῷ = divinely"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","10","5","15","τοῦ Χριστοῦ",2,0,"to Christ",2,0,"τοῦ Χριστοῦ = to Christ",0.008,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = to Christ"" used infrequently: 0.8% out of 255 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","10","7","18","Χριστοῦ",1,0,"Christ s",2,0,"Χριστοῦ = Christ s",0.02,"For Χριστοῦ - Specific alignment ""Χριστοῦ = Christ s"" used infrequently: 2.0% out of 255 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","10","7","9","Χριστοῦ",1,0,"Christ s",2,0,"Χριστοῦ = Christ s",0.02,"For Χριστοῦ - Specific alignment ""Χριστοῦ = Christ s"" used infrequently: 2.0% out of 255 total alignments, threshold 5%","","","",""
"Χριστῷ","χριστός","G55470","2co","11","2","16","τῷ Χριστῷ",2,0,"to Christ",2,0,"τῷ Χριστῷ = to Christ",0.01,"For Χριστῷ - Specific alignment ""τῷ Χριστῷ = to Christ"" used infrequently: 1.0% out of 104 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","11","2","4","Θεοῦ",1,0,"godly",1,0,"Θεοῦ = godly",0.001,"For Θεοῦ - Specific alignment ""Θεοῦ = godly"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","2co","11","21","12","λέγω",1,0,"I am speaking",3,0,"λέγω = I am speaking",0.022,"For λέγω - Specific alignment ""λέγω = I am speaking"" used infrequently: 2.2% out of 225 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","2co","11","21","2","λέγω",1,0,"I say that",3,0,"λέγω = I say that",0.013,"For λέγω - Specific alignment ""λέγω = I say that"" used infrequently: 1.3% out of 225 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","2co","11","30","1","δεῖ",1,0,"I must",2,0,"δεῖ = I must",0.013,"For δεῖ - Specific alignment ""δεῖ = I must"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2co","11","4","1","εἰ μὲν",2,0,"if",1,0,"εἰ μὲν = if",0.016,"For μὲν - Specific alignment ""εἰ μὲν = if"" used infrequently: 1.6% out of 128 total alignments, threshold 5%","","","",""
"πνεῦμα","πνεῦμα","G41510","2co","11","4","12","πνεῦμα",1,0,"a",1,0,"πνεῦμα = a",0.019,"For πνεῦμα - Specific alignment ""πνεῦμα = a"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"εὐαγγέλιον","εὐαγγέλιον","G20980","2co","11","4","20","εὐαγγέλιον",1,0,"a",1,0,"εὐαγγέλιον = a",0.025,"For εὐαγγέλιον - Specific alignment ""εὐαγγέλιον = a"" used infrequently: 2.5% out of 40 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","2co","11","6","5","λόγῳ",1,0,"speech",1,0,"λόγῳ = speech",0.041,"For λόγῳ - Specific alignment ""λόγῳ = speech"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","2co","12","1","10","Κυρίου",1,0,"from the Lord",3,0,"Κυρίου = from the Lord",0.01,"For Κυρίου - Specific alignment ""Κυρίου = from the Lord"" used infrequently: 1.0% out of 303 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","12","10","3","Χριστοῦ",1,0,"Christ s",2,0,"Χριστοῦ = Christ s",0.02,"For Χριστοῦ - Specific alignment ""Χριστοῦ = Christ s"" used infrequently: 2.0% out of 255 total alignments, threshold 5%","","","",""
"οὐρανοῦ","οὐρανός","G37720","2co","12","2","26","οὐρανοῦ",1,0,"the",1,0,"οὐρανοῦ = the",0.01,"For οὐρανοῦ - Specific alignment ""οὐρανοῦ = the"" used infrequently: 1.0% out of 99 total alignments, threshold 5%","","","",""
"θέλω","θέλω","G23090","2co","12","20","9","θέλω",1,0,"I wish",2,0,"θέλω = I wish",0.041,"For θέλω - Specific alignment ""θέλω = I wish"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"ἄγγελος","ἄγγελος","G00320","2co","12","7","14","ἄγγελος",1,0,"a messenger",2,0,"ἄγγελος = a messenger",0.022,"For ἄγγελος - Specific alignment ""ἄγγελος = a messenger"" used infrequently: 2.2% out of 46 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","13","4","22","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","13","4","9","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"καλὸν","καλός","G25700","2co","13","7","21","καλὸν",1,0,"is right",2,0,"καλὸν = is right",0.023,"For καλὸν - Specific alignment ""καλὸν = is right"" used infrequently: 2.3% out of 44 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","2co","13","7","6","ποιῆσαι",1,0,"may",1,0,"ποιῆσαι = may",0.02,"For ποιῆσαι - Specific alignment ""ποιῆσαι = may"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","2","14","0","τῷ δὲ Θεῷ",3,0,"But",1,0,"τῷ δὲ Θεῷ = But",0.012,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = But"" used infrequently: 1.2% out of 171 total alignments, threshold 5%","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"χάρις","χάρις","G54850","2co","2","14","1","χάρις",1,0,"thanks be",2,0,"χάρις = thanks be",0.05,"For χάρις - Specific alignment ""χάρις = thanks be"" used infrequently: 5.0% out of 60 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","2","14","2","τῷ δὲ Θεῷ",3,0,"to God",2,0,"τῷ δὲ Θεῷ = to God",0.012,"For Θεῷ - Specific alignment ""τῷ δὲ Θεῷ = to God"" used infrequently: 1.2% out of 171 total alignments, threshold 5%","For Θεῷ - Too many original language words in alignment: 3, threshold 3","","",""
"καρδίας","καρδία","G25880","2co","2","4","8","καρδίας",1,0,"of heart",2,0,"καρδίας = of heart",0.03,"For καρδίας - Specific alignment ""καρδίας = of heart"" used infrequently: 3.0% out of 67 total alignments, threshold 5%","","","",""
"Πνεύματος","πνεῦμα","G41510","2co","3","18","21","Πνεύματος",1,0,"the Spirit",2,0,"Πνεύματος = the Spirit",0.027,"For Πνεύματος - Specific alignment ""Πνεύματος = the Spirit"" used infrequently: 2.7% out of 113 total alignments, threshold 5%","","","",""
"Πνεύματι","πνεῦμα","G41510","2co","3","3","12","Πνεύματι",1,0,"with the Spirit",3,0,"Πνεύματι = with the Spirit",0.013,"For Πνεύματι - Specific alignment ""Πνεύματι = with the Spirit"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","3","3","13","Θεοῦ",1,0,"of the",2,0,"Θεοῦ = of the",0.007,"For Θεοῦ - Specific alignment ""Θεοῦ = of the"" used infrequently: 0.7% out of 712 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","3","3","4","Χριστοῦ",1,0,"from Christ",2,0,"Χριστοῦ = from Christ",0.004,"For Χριστοῦ - Specific alignment ""Χριστοῦ = from Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","3","4","5","τοῦ Χριστοῦ",2,0,"Christ",1,0,"τοῦ Χριστοῦ = Christ",0.027,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = Christ"" used infrequently: 2.7% out of 255 total alignments, threshold 5%","","","",""
"πίστεως","πίστις","G41020","2co","4","13","5","τῆς πίστεως",2,0,"of faith",2,0,"τῆς πίστεως = of faith",0.038,"For πίστεως - Specific alignment ""τῆς πίστεως = of faith"" used infrequently: 3.8% out of 105 total alignments, threshold 5%","","","",""
"δόξης","δόξα","G13910","2co","4","17","10","δόξης",1,0,"of glory",2,0,"δόξης = of glory",0.019,"For δόξης - Specific alignment ""δόξης = of glory"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"εὐαγγέλιον","εὐαγγέλιον","G20980","2co","4","3","4","τὸ εὐαγγέλιον",2,0,"gospel",1,0,"τὸ εὐαγγέλιον = gospel",0.05,"For εὐαγγέλιον - Specific alignment ""τὸ εὐαγγέλιον = gospel"" used infrequently: 5.0% out of 40 total alignments, threshold 5%","","","",""
"Κύριον","κύριος","G29620","2co","4","5","8","Κύριον",1,0,"as Lord",2,0,"Κύριον = as Lord",0.031,"For Κύριον - Specific alignment ""Κύριον = as Lord"" used infrequently: 3.1% out of 65 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","2co","4","6","1","ὁ Θεὸς",2,0,"it is God",3,0,"ὁ Θεὸς = it is God",0.004,"For Θεὸς - Specific alignment ""ὁ Θεὸς = it is God"" used infrequently: 0.4% out of 239 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","4","7","12","τοῦ Θεοῦ",2,0,"from God",2,0,"τοῦ Θεοῦ = from God",0.006,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = from God"" used infrequently: 0.6% out of 712 total alignments, threshold 5%","","","",""
"αἰώνιον","αἰώνιος","G01660","2co","5","1","14","αἰώνιον",1,0,"an eternal",2,0,"αἰώνιον = an eternal",0.022,"For αἰώνιον - Specific alignment ""αἰώνιον = an eternal"" used infrequently: 2.2% out of 45 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","5","11","10","Θεῷ",1,0,"by God",2,0,"Θεῷ = by God",0.006,"For Θεῷ - Specific alignment ""Θεῷ = by God"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","5","13","3","Θεῷ",1,0,"it is for God",4,0,"Θεῷ = it is for God",0.006,"For Θεῷ - Specific alignment ""Θεῷ = it is for God"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"κόσμον","κόσμος","G28890","2co","5","19","7","κόσμον",1,0,"the world",2,0,"κόσμον = the world",0.022,"For κόσμον - Specific alignment ""κόσμον = the world"" used infrequently: 2.2% out of 45 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","2co","5","21","5","ἐποίησεν",1,0,"he made",2,0,"ἐποίησεν = he made",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = he made"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"Θεός","θεός","G23160","2co","5","5","8","Θεός",1,0,"is God",2,0,"Θεός = is God",0.029,"For Θεός - Specific alignment ""Θεός = is God"" used infrequently: 2.9% out of 69 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","2co","6","13","2","λέγω",1,0,"I speak",2,0,"λέγω = I speak",0.018,"For λέγω - Specific alignment ""λέγω = I speak"" used infrequently: 1.8% out of 225 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","6","16","13","Θεοῦ",1,0,"of",1,0,"Θεοῦ = of",0.011,"For Θεοῦ - Specific alignment ""Θεοῦ = of"" used infrequently: 1.1% out of 712 total alignments, threshold 5%","","","",""
"πατέρα","πατήρ","G39620","2co","6","18","2","πατέρα",1,0,"a Father",2,0,"πατέρα = a Father",0.024,"For πατέρα - Specific alignment ""πατέρα = a Father"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","2co","6","2","1","λέγει",1,0,"he says",2,0,"λέγει = he says",0.032,"For λέγει - Specific alignment ""λέγει = he says"" used infrequently: 3.2% out of 349 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2co","6","4","6","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"ἀληθείας","ἀλήθεια","G02250","2co","6","7","2","ἀληθείας",1,0,"of truth",2,0,"ἀληθείας = of truth",0.043,"For ἀληθείας - Specific alignment ""ἀληθείας = of truth"" used infrequently: 4.3% out of 46 total alignments, threshold 5%","","","",""
"δόξης","δόξα","G13910","2co","6","8","1","δόξης",1,0,"honor",1,0,"δόξης = honor",0.019,"For δόξης - Specific alignment ""δόξης = honor"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","2co","7","11","9","τὸ κατὰ Θεὸν",3,0,"as God intended",3,0,"τὸ κατὰ Θεὸν = as God intended",0.014,"For Θεὸν - Specific alignment ""τὸ κατὰ Θεὸν = as God intended"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","For Θεὸν - Too many original language words in alignment: 3, threshold 3","","",""
"λέγω","λέγω","G30040","2co","7","3","0","λέγω",1,0,"I",1,0,"λέγω = I",0.027,"For λέγω - Specific alignment ""λέγω = I"" used infrequently: 2.7% out of 225 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","2co","7","3","2","λέγω",1,0,"speak",1,0,"λέγω = speak",0.009,"For λέγω - Specific alignment ""λέγω = speak"" used infrequently: 0.9% out of 225 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","2co","8","10","13","τὸ ποιῆσαι",2,0,"to do this",3,0,"τὸ ποιῆσαι = to do this",0.02,"For ποιῆσαι - Specific alignment ""τὸ ποιῆσαι = to do this"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","2co","8","11","4","τὸ ποιῆσαι",2,0,"doing it",2,0,"τὸ ποιῆσαι = doing it",0.02,"For ποιῆσαι - Specific alignment ""τὸ ποιῆσαι = doing it"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","2co","8","14","18","γένηται",1,0,"there may be",3,0,"γένηται = there may be",0.019,"For γένηται - Specific alignment ""γένηται = there may be"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","2co","8","16","1","χάρις",1,0,"thanks",1,0,"χάρις = thanks",0.017,"For χάρις - Specific alignment ""χάρις = thanks"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","2co","8","16","2","τῷ Θεῷ",2,0,"be to God",3,0,"τῷ Θεῷ = be to God",0.006,"For Θεῷ - Specific alignment ""τῷ Θεῷ = be to God"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2co","8","17","2","μὲν",1,0,"not only",2,0,"μὲν = not only",0.008,"For μὲν - Specific alignment ""μὲν = not only"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2co","8","23","16","Χριστοῦ",1,0,"to Christ",2,0,"Χριστοῦ = to Christ",0.004,"For Χριστοῦ - Specific alignment ""Χριστοῦ = to Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","","","",""
"χάριν","χάρις","G54850","2co","8","4","6","χάριν",1,0,"blessing",1,0,"χάριν = blessing",0.038,"For χάριν - Specific alignment ""χάριν = blessing"" used infrequently: 3.8% out of 52 total alignments, threshold 5%","","","",""
"χάριν","χάρις","G54850","2co","8","6","8","τὴν χάριν",2,0,"act of grace",3,0,"τὴν χάριν = act of grace",0.019,"For χάριν - Specific alignment ""τὴν χάριν = act of grace"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"πίστει","πίστις","G41020","2co","8","7","5","πίστει",1,0,"in faith",2,0,"πίστει = in faith",0.016,"For πίστει - Specific alignment ""πίστει = in faith"" used infrequently: 1.6% out of 64 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","2co","8","7","7","λόγῳ",1,0,"in speech",2,0,"λόγῳ = in speech",0.02,"For λόγῳ - Specific alignment ""λόγῳ = in speech"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"λέγω","λέγω","G30040","2co","8","8","0","λέγω",1,0,"I say this",3,0,"λέγω = I say this",0.004,"For λέγω - Specific alignment ""λέγω = I say this"" used infrequently: 0.4% out of 225 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2co","9","1","0","μὲν γὰρ",2,0,"Now",1,0,"μὲν γὰρ = Now",0.008,"For μὲν - Specific alignment ""μὲν γὰρ = Now"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","2co","9","15","0","χάρις",1,0,"Thanks",1,0,"χάρις = Thanks",0.017,"For χάρις - Specific alignment ""χάρις = Thanks"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"ἔλεγον","λέγω","G30040","2co","9","3","20","ἔλεγον",1,0,"I was saying",3,0,"ἔλεγον = I was saying",0.013,"For ἔλεγον - Specific alignment ""ἔλεγον = I was saying"" used infrequently: 1.3% out of 80 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","2jn","1","11","0","ὁ λέγων γὰρ αὐτῷ χαίρειν",5,0,"For the one who greets him",6,0,"ὁ λέγων γὰρ αὐτῷ χαίρειν = For the one who greets him",0.006,"For λέγων - Specific alignment ""ὁ λέγων γὰρ αὐτῷ χαίρειν = For the one who greets him"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","For λέγων - Too many original language words in alignment: 5, threshold 3","For λέγων - Too many target language words in alignment: 6, threshold 5","",""
"Πατρός","πατήρ","G39620","2jn","1","3","8","Πατρός",1,0,"the Father",2,0,"Πατρός = the Father",0.049,"For Πατρός - Specific alignment ""Πατρός = the Father"" used infrequently: 4.9% out of 41 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2pe","1","1","13","τοῦ Θεοῦ",2,0,"of",1,0,"τοῦ Θεοῦ = of",0.015,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of"" used infrequently: 1.5% out of 712 total alignments, threshold 5%","","","",""
"Χριστοῦ","χριστός","G55470","2pe","1","1","5","Ἰησοῦ Χριστοῦ",2,0,"of Jesus Christ",3,0,"Ἰησοῦ Χριστοῦ = of Jesus Christ",0.004,"For Χριστοῦ - Specific alignment ""Ἰησοῦ Χριστοῦ = of Jesus Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","","","",""
"Ἰησοῦ","Ἰησοῦς","G24240","2pe","1","1","5","Ἰησοῦ Χριστοῦ",2,0,"of Jesus Christ",3,0,"Ἰησοῦ Χριστοῦ = of Jesus Christ",0.003,"For Ἰησοῦ - Specific alignment ""Ἰησοῦ Χριστοῦ = of Jesus Christ"" used infrequently: 0.3% out of 333 total alignments, threshold 5%","","","",""
"Πνεύματος","πνεῦμα","G41510","2pe","1","21","15","Πνεύματος Ἁγίου",2,0,"the Holy Spirit",3,0,"Πνεύματος Ἁγίου = the Holy Spirit",0.009,"For Πνεύματος - Specific alignment ""Πνεύματος Ἁγίου = the Holy Spirit"" used infrequently: 0.9% out of 113 total alignments, threshold 5%","","","",""
"δόξης","δόξα","G13910","2pe","1","3","18","δόξης",1,0,"his own glory",3,0,"δόξης = his own glory",0.019,"For δόξης - Specific alignment ""δόξης = his own glory"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"τέκνα","τέκνον","G50430","2pe","2","14","15","τέκνα",1,0,"They are",2,0,"τέκνα = They are",0.015,"For τέκνα - Specific alignment ""τέκνα = They are"" used infrequently: 1.5% out of 66 total alignments, threshold 5%","","","",""
"ἁμαρτίας","ἁμαρτία","G02660","2pe","2","14","6","ἁμαρτίας",1,0,"with sin",2,0,"ἁμαρτίας = with sin",0.017,"For ἁμαρτίας - Specific alignment ""ἁμαρτίας = with sin"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"κόσμου","κόσμος","G28890","2pe","2","20","5","τοῦ κόσμου",2,0,"of the world",3,0,"τοῦ κόσμου = of the world",0.024,"For κόσμου - Specific alignment ""τοῦ κόσμου = of the world"" used infrequently: 2.4% out of 83 total alignments, threshold 5%","","","",""
"κόσμου","κόσμος","G28890","2pe","2","5","4","κόσμου",1,0,"the",1,0,"κόσμου = the",0.012,"For κόσμου - Specific alignment ""κόσμου = the"" used infrequently: 1.2% out of 83 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","2pe","3","11","6","δεῖ",1,0,"should",1,0,"δεῖ = should",0.038,"For δεῖ - Specific alignment ""δεῖ = should"" used infrequently: 3.8% out of 79 total alignments, threshold 5%","","","",""
"γῆν","γῆ","G10930","2pe","3","13","9","γῆν",1,0,"the",1,0,"γῆν = the",0.013,"For γῆν - Specific alignment ""γῆν = the"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","2pe","3","2","11","τοῦ Κυρίου",2,0,"of our Lord",3,0,"τοῦ Κυρίου = of our Lord",0.003,"For Κυρίου - Specific alignment ""τοῦ Κυρίου = of our Lord"" used infrequently: 0.3% out of 303 total alignments, threshold 5%","","","",""
"λέγοντες","λέγω","G30040","2pe","3","4","0","καὶ λέγοντες",2,0,"They will say",3,0,"καὶ λέγοντες = They will say",0.007,"For λέγοντες - Specific alignment ""καὶ λέγοντες = They will say"" used infrequently: 0.7% out of 149 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","2pe","3","7","10","τῷ αὐτῷ λόγῳ",3,0,"by that same command",4,0,"τῷ αὐτῷ λόγῳ = by that same command",0.02,"For λόγῳ - Specific alignment ""τῷ αὐτῷ λόγῳ = by that same command"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","For λόγῳ - Too many original language words in alignment: 3, threshold 3","","",""
"Πατρὸς","πατήρ","G39620","2th","1","2","6","Πατρὸς",1,0,"our Father",2,0,"Πατρὸς = our Father",0.021,"For Πατρὸς - Specific alignment ""Πατρὸς = our Father"" used infrequently: 2.1% out of 47 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","2th","1","5","2","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",0.029,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"πίστει","πίστις","G41020","2th","2","13","23","πίστει",1,0,"belief",1,0,"πίστει = belief",0.016,"For πίστει - Specific alignment ""πίστει = belief"" used infrequently: 1.6% out of 64 total alignments, threshold 5%","","","",""
"ἀληθείας","ἀλήθεια","G02250","2th","2","13","24","ἀληθείας",1,0,"in the truth",3,0,"ἀληθείας = in the truth",0.022,"For ἀληθείας - Specific alignment ""ἀληθείας = in the truth"" used infrequently: 2.2% out of 46 total alignments, threshold 5%","","","",""
"δόξης","δόξα","G13910","2th","2","14","9","δόξης",1,0,"the glory",2,0,"δόξης = the glory",0.019,"For δόξης - Specific alignment ""δόξης = the glory"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"ἔλεγον","λέγω","G30040","2th","2","5","8","ἔλεγον",1,0,"I told",2,0,"ἔλεγον = I told",0.013,"For ἔλεγον - Specific alignment ""ἔλεγον = I told"" used infrequently: 1.3% out of 80 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","2th","2","7","11","γένηται",1,0,"he is taken",3,0,"γένηται = he is taken",0.019,"For γένηται - Specific alignment ""γένηται = he is taken"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"λόγῳ","λόγος","G30560","2th","3","14","6","τῷ λόγῳ",2,0,"word",1,0,"τῷ λόγῳ = word",0.041,"For λόγῳ - Specific alignment ""τῷ λόγῳ = word"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","2th","3","7","5","δεῖ",1,0,"proper for you",3,0,"δεῖ = proper for you",0.013,"For δεῖ - Specific alignment ""δεῖ = proper for you"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2ti","1","10","13","μὲν",1,0,"both",1,0,"μὲν = both",0.023,"For μὲν - Specific alignment ""μὲν = both"" used infrequently: 2.3% out of 128 total alignments, threshold 5%","","","",""
"πίστει","πίστις","G41020","2ti","1","13","10","πίστει",1,0,"the faith",2,0,"πίστει = the faith",0.047,"For πίστει - Specific alignment ""πίστει = the faith"" used infrequently: 4.7% out of 64 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","2ti","1","8","6","τοῦ Κυρίου",2,0,"about",1,0,"τοῦ Κυρίου = about",0.003,"For Κυρίου - Specific alignment ""τοῦ Κυρίου = about"" used infrequently: 0.3% out of 303 total alignments, threshold 5%","","","",""
"δύναται","δύναμαι","G14100","2ti","2","13","6","δύναται",1,0,"he is",2,0,"δύναται = he is",0.037,"For δύναται - Specific alignment ""δύναται = he is"" used infrequently: 3.7% out of 81 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","2ti","2","20","18","μὲν",1,0,"both",1,0,"μὲν = both",0.023,"For μὲν - Specific alignment ""μὲν = both"" used infrequently: 2.3% out of 128 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","2ti","2","22","16","καρδίας",1,0,"a",1,0,"καρδίας = a",0.045,"For καρδίας - Specific alignment ""καρδίας = a"" used infrequently: 4.5% out of 67 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","2ti","2","6","3","δεῖ",1,0,"ought to be",3,0,"δεῖ = ought to be",0.013,"For δεῖ - Specific alignment ""δεῖ = ought to be"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
