"book_id","chapter","verse","alignment_num","orig_lang_keys","target_lang_keys","origWords","origWordsTxt","alignmentOrigWords","targetWords","targetWordsTxt","alignmentTargetWords","alignmentTxt","frequency","matchCount","origWordsBetween","targetWordsBetween","warnings"
"act","18","5","3",",76380,76382,",",99621,","[{'id': 76380, 'book_id': 'act', 'chapter': '18', 'verse': '5', 'word_num': 6, 'word': 'ὅ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 76382, 'book_id': 'act', 'chapter': '18', 'verse': '5', 'word_num': 8, 'word': 'Σιλᾶς', 'occurrence': 1, 'strong': 'G46090', 'lemma': 'Σιλᾶς', 'morph': 'Gr,N,,,,,NMS,'}]","ὅ Σιλᾶς",2,"[{'id': 99621, 'book_id': 'act', 'chapter': '18', 'verse': '5', 'word_num': 3, 'word': 'Silas', 'occurrence': 1}]","Silas",1,"ὅ Σιλᾶς = Silas",0.2222222222222222,2,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","19","25","5",",77259,77260,77261,",",100725,100726,100727,","[{'id': 77259, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 4, 'word': 'περὶ', 'occurrence': 1, 'strong': 'G40120', 'lemma': 'περί', 'morph': 'Gr,P,,,,,A,,,'}, {'id': 77260, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 5, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 77261, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 6, 'word': 'τοιαῦτα', 'occurrence': 1, 'strong': 'G51080', 'lemma': 'τοιοῦτος', 'morph': 'Gr,RD,,,,ANP,'}]","περὶ τὰ τοιαῦτα",3,"[{'id': 100725, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 6, 'word': 'of', 'occurrence': 1}, {'id': 100726, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 7, 'word': 'that', 'occurrence': 1}, {'id': 100727, 'book_id': 'act', 'chapter': '19', 'verse': '25', 'word_num': 8, 'word': 'occupation', 'occurrence': 1}]","of that occupation",3,"περὶ τὰ τοιαῦτα = of that occupation",0.0011976047904191617,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","19","33","11",",77431,77433,",",100951,","[{'id': 77431, 'book_id': 'act', 'chapter': '19', 'verse': '33', 'word_num': 10, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 77433, 'book_id': 'act', 'chapter': '19', 'verse': '33', 'word_num': 12, 'word': 'Ἀλέξανδρος', 'occurrence': 1, 'strong': 'G02230', 'lemma': 'Ἀλέξανδρος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ Ἀλέξανδρος",2,"[{'id': 100951, 'book_id': 'act', 'chapter': '19', 'verse': '33', 'word_num': 13, 'word': 'Alexander', 'occurrence': 2}]","Alexander",1,"ὁ Ἀλέξανδρος = Alexander",0.0003417634996582365,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","2","1","1",",65263,65264,65265,",",85140,","[{'id': 65263, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 1, 'word': 'ἐν', 'occurrence': 1, 'strong': 'G17220', 'lemma': 'ἐν', 'morph': 'Gr,P,,,,,D,,,'}, {'id': 65264, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 2, 'word': 'τῷ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,DNS,'}, {'id': 65265, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 3, 'word': 'συνπληροῦσθαι', 'occurrence': 1, 'strong': 'G48450', 'lemma': 'συνπληρόω', 'morph': 'Gr,V,NPP,,,,,'}]","ἐν τῷ συνπληροῦσθαι",3,"[{'id': 85140, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 1, 'word': 'when', 'occurrence': 1}]","when",1,"ἐν τῷ συνπληροῦσθαι = when",0.0015151515151515152,2,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","2","1","5",",65263,65264,65265,",",85145,","[{'id': 65263, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 1, 'word': 'ἐν', 'occurrence': 1, 'strong': 'G17220', 'lemma': 'ἐν', 'morph': 'Gr,P,,,,,D,,,'}, {'id': 65264, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 2, 'word': 'τῷ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,DNS,'}, {'id': 65265, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 3, 'word': 'συνπληροῦσθαι', 'occurrence': 1, 'strong': 'G48450', 'lemma': 'συνπληρόω', 'morph': 'Gr,V,NPP,,,,,'}]","ἐν τῷ συνπληροῦσθαι",3,"[{'id': 85145, 'book_id': 'act', 'chapter': '2', 'verse': '1', 'word_num': 6, 'word': 'comes', 'occurrence': 1}]","comes",1,"ἐν τῷ συνπληροῦσθαι = comes",0.0007575757575757576,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","2","11","10",",65429,65431,",",85349,","[{'id': 65429, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 10, 'word': 'ταῖς', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,DFP,'}, {'id': 65431, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 12, 'word': 'γλώσσαις', 'occurrence': 1, 'strong': 'G11000', 'lemma': 'γλῶσσα', 'morph': 'Gr,N,,,,,DFP,'}]","ταῖς γλώσσαις",2,"[{'id': 85349, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 12, 'word': 'in', 'occurrence': 1}]","in",1,"ταῖς γλώσσαις = in",0.004694835680751174,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","2","11","12",",65429,65431,",",85351,","[{'id': 65429, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 10, 'word': 'ταῖς', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,DFP,'}, {'id': 65431, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 12, 'word': 'γλώσσαις', 'occurrence': 1, 'strong': 'G11000', 'lemma': 'γλῶσσα', 'morph': 'Gr,N,,,,,DFP,'}]","ταῖς γλώσσαις",2,"[{'id': 85351, 'book_id': 'act', 'chapter': '2', 'verse': '11', 'word_num': 14, 'word': 'languages', 'occurrence': 1}]","languages",1,"ταῖς γλώσσαις = languages",0.004694835680751174,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","2","12","10",",65446,65448,",",85373,","[{'id': 65446, 'book_id': 'act', 'chapter': '2', 'verse': '12', 'word_num': 10, 'word': 'θέλει', 'occurrence': 1, 'strong': 'G23090', 'lemma': 'θέλω', 'morph': 'Gr,V,IPA3,,S,'}, {'id': 65448, 'book_id': 'act', 'chapter': '2', 'verse': '12', 'word_num': 12, 'word': 'εἶναι', 'occurrence': 1, 'strong': 'G15100', 'lemma': 'εἰμί', 'morph': 'Gr,V,NPA,,,,,'}]","θέλει εἶναι",2,"[{'id': 85373, 'book_id': 'act', 'chapter': '2', 'verse': '12', 'word_num': 15, 'word': 'mean', 'occurrence': 1}]","mean",1,"θέλει εἶναι = mean",0.047619047619047616,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","2","23","13",",65662,",",85637,85638,85639,85640,85641,","[{'id': 65662, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 12, 'word': 'προσπήξαντες', 'occurrence': 1, 'strong': 'G43620', 'lemma': 'προσπήγνυμι', 'morph': 'Gr,V,PAA,NMP,'}]","προσπήξαντες",1,"[{'id': 85637, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 22, 'word': 'nailing', 'occurrence': 1}, {'id': 85638, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 23, 'word': 'him', 'occurrence': 1}, {'id': 85639, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 24, 'word': 'to', 'occurrence': 2}, {'id': 85640, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 25, 'word': 'a', 'occurrence': 1}, {'id': 85641, 'book_id': 'act', 'chapter': '2', 'verse': '23', 'word_num': 26, 'word': 'cross', 'occurrence': 1}]","nailing him to a cross",5,"προσπήξαντες = nailing him to a cross",1.0,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"act","2","8","5",",65377,65379,",",85285,","[{'id': 65377, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 5, 'word': 'τῇ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EP,,,,DFS,'}, {'id': 65379, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 7, 'word': 'διαλέκτῳ', 'occurrence': 1, 'strong': 'G12580', 'lemma': 'διάλεκτος', 'morph': 'Gr,N,,,,,DFS,'}]","τῇ διαλέκτῳ",2,"[{'id': 85285, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 6, 'word': 'in', 'occurrence': 1}]","in",1,"τῇ διαλέκτῳ = in",0.0022026431718061676,2,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","2","8","8",",65377,65379,",",85288,","[{'id': 65377, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 5, 'word': 'τῇ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EP,,,,DFS,'}, {'id': 65379, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 7, 'word': 'διαλέκτῳ', 'occurrence': 1, 'strong': 'G12580', 'lemma': 'διάλεκτος', 'morph': 'Gr,N,,,,,DFS,'}]","τῇ διαλέκτῳ",2,"[{'id': 85288, 'book_id': 'act', 'chapter': '2', 'verse': '8', 'word_num': 9, 'word': 'language', 'occurrence': 1}]","language",1,"τῇ διαλέκτῳ = language",0.0022026431718061676,2,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","20","10","12",",77749,77751,",",101403,","[{'id': 77749, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 11, 'word': 'ἡ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NFS,'}, {'id': 77751, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 13, 'word': 'ψυχὴ', 'occurrence': 1, 'strong': 'G55900', 'lemma': 'ψυχή', 'morph': 'Gr,N,,,,,NFS,'}]","ἡ ψυχὴ",2,"[{'id': 101403, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 20, 'word': 'life', 'occurrence': 1}]","life",1,"ἡ ψυχὴ = life",0.003033367037411527,3,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","20","10","12",",77749,77751,",",101403,","[{'id': 77749, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 11, 'word': 'ἡ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NFS,'}, {'id': 77751, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 13, 'word': 'ψυχὴ', 'occurrence': 1, 'strong': 'G55900', 'lemma': 'ψυχή', 'morph': 'Gr,N,,,,,NFS,'}]","ἡ ψυχὴ",2,"[{'id': 101403, 'book_id': 'act', 'chapter': '20', 'verse': '10', 'word_num': 20, 'word': 'life', 'occurrence': 1}]","life",1,"ἡ ψυχὴ = life",0.375,3,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","20","13","15",",77798,",",101462,101463,101464,101465,101466,","[{'id': 77798, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 17, 'word': 'διατεταγμένος', 'occurrence': 1, 'strong': 'G12990', 'lemma': 'διατάσσω', 'morph': 'Gr,V,PEM,NMS,'}]","διατεταγμένος",1,"[{'id': 101462, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 22, 'word': 'he', 'occurrence': 1}, {'id': 101463, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 23, 'word': 'had', 'occurrence': 1}, {'id': 101464, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 24, 'word': 'arranged', 'occurrence': 1}, {'id': 101465, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 25, 'word': 'to', 'occurrence': 4}, {'id': 101466, 'book_id': 'act', 'chapter': '20', 'verse': '13', 'word_num': 26, 'word': 'do', 'occurrence': 1}]","he had arranged to do",5,"διατεταγμένος = he had arranged to do",1.0,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"act","20","26","3",",78034,78035,78036,",",101777,","[{'id': 78034, 'book_id': 'act', 'chapter': '20', 'verse': '26', 'word_num': 3, 'word': 'ἐν', 'occurrence': 1, 'strong': 'G17220', 'lemma': 'ἐν', 'morph': 'Gr,P,,,,,D,,,'}, {'id': 78035, 'book_id': 'act', 'chapter': '20', 'verse': '26', 'word_num': 4, 'word': 'τῇ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,DFS,'}, {'id': 78036, 'book_id': 'act', 'chapter': '20', 'verse': '26', 'word_num': 5, 'word': 'σήμερον', 'occurrence': 1, 'strong': 'G45940', 'lemma': 'σήμερον', 'morph': 'Gr,D,,,,,,,,,'}]","ἐν τῇ σήμερον",3,"[{'id': 101777, 'book_id': 'act', 'chapter': '20', 'verse': '26', 'word_num': 5, 'word': 'this', 'occurrence': 1}]","this",1,"ἐν τῇ σήμερον = this",0.0011013215859030838,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","20","34","10",",78167,",",101944,101945,101946,101947,101948,","[{'id': 78167, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 7, 'word': 'τοῖς', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,DMP,'}]","τοῖς",1,"[{'id': 101944, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 11, 'word': 'those', 'occurrence': 1}, {'id': 101945, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 12, 'word': 'of', 'occurrence': 1}, {'id': 101946, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 13, 'word': 'the', 'occurrence': 1}, {'id': 101947, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 14, 'word': 'ones', 'occurrence': 1}, {'id': 101948, 'book_id': 'act', 'chapter': '20', 'verse': '34', 'word_num': 15, 'word': 'who', 'occurrence': 1}]","those of the ones who",5,"τοῖς = those of the ones who",0.001519756838905775,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"act","21","11","32",",78457,",",102322,102323,102324,102325,102326,","[{'id': 78457, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 38, 'word': 'παραδώσουσιν', 'occurrence': 1, 'strong': 'G38600', 'lemma': 'παραδίδωμι', 'morph': 'Gr,V,IFA3,,P,'}]","παραδώσουσιν",1,"[{'id': 102322, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 36, 'word': 'they', 'occurrence': 1}, {'id': 102323, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 37, 'word': 'will', 'occurrence': 1}, {'id': 102324, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 38, 'word': 'hand', 'occurrence': 1}, {'id': 102325, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 39, 'word': 'him', 'occurrence': 1}, {'id': 102326, 'book_id': 'act', 'chapter': '21', 'verse': '11', 'word_num': 40, 'word': 'over', 'occurrence': 1}]","they will hand him over",5,"παραδώσουσιν = they will hand him over",0.1,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"act","21","12","11",",78471,78473,",",102351,102352,102353,","[{'id': 78471, 'book_id': 'act', 'chapter': '21', 'verse': '12', 'word_num': 10, 'word': 'τοῦ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,GNS,'}, {'id': 78473, 'book_id': 'act', 'chapter': '21', 'verse': '12', 'word_num': 12, 'word': 'ἀναβαίνειν', 'occurrence': 1, 'strong': 'G03050', 'lemma': 'ἀναβαίνω', 'morph': 'Gr,V,NPA,,,,,'}]","τοῦ ἀναβαίνειν",2,"[{'id': 102351, 'book_id': 'act', 'chapter': '21', 'verse': '12', 'word_num': 18, 'word': 'to', 'occurrence': 1}, {'id': 102352, 'book_id': 'act', 'chapter': '21', 'verse': '12', 'word_num': 19, 'word': 'go', 'occurrence': 1}, {'id': 102353, 'book_id': 'act', 'chapter': '21', 'verse': '12', 'word_num': 20, 'word': 'up', 'occurrence': 1}]","to go up",3,"τοῦ ἀναβαίνειν = to go up",0.00037650602409638556,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","21","5","22",",78339,78340,78341,",",102185,102186,","[{'id': 78339, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 21, 'word': 'θέντες', 'occurrence': 1, 'strong': 'G50870', 'lemma': 'τίθημι', 'morph': 'Gr,V,PAA,NMP,'}, {'id': 78340, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 22, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 78341, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 23, 'word': 'γόνατα', 'occurrence': 1, 'strong': 'G11190', 'lemma': 'γόνυ', 'morph': 'Gr,N,,,,,ANP,'}]","θέντες τὰ γόνατα",3,"[{'id': 102185, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 31, 'word': 'kneeling', 'occurrence': 1}, {'id': 102186, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 32, 'word': 'down', 'occurrence': 1}]","kneeling down",2,"θέντες τὰ γόνατα = kneeling down",1.0,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","21","5","22",",78339,78340,78341,",",102185,102186,","[{'id': 78339, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 21, 'word': 'θέντες', 'occurrence': 1, 'strong': 'G50870', 'lemma': 'τίθημι', 'morph': 'Gr,V,PAA,NMP,'}, {'id': 78340, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 22, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 78341, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 23, 'word': 'γόνατα', 'occurrence': 1, 'strong': 'G11190', 'lemma': 'γόνυ', 'morph': 'Gr,N,,,,,ANP,'}]","θέντες τὰ γόνατα",3,"[{'id': 102185, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 31, 'word': 'kneeling', 'occurrence': 1}, {'id': 102186, 'book_id': 'act', 'chapter': '21', 'verse': '5', 'word_num': 32, 'word': 'down', 'occurrence': 1}]","kneeling down",2,"θέντες τὰ γόνατα = kneeling down",0.0011976047904191617,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","21","6","10",",78356,78357,78358,",",102207,","[{'id': 78356, 'book_id': 'act', 'chapter': '21', 'verse': '6', 'word_num': 10, 'word': 'εἰς', 'occurrence': 2, 'strong': 'G15190', 'lemma': 'εἰς', 'morph': 'Gr,P,,,,,A,,,'}, {'id': 78357, 'book_id': 'act', 'chapter': '21', 'verse': '6', 'word_num': 11, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EP,,,,ANP,'}, {'id': 78358, 'book_id': 'act', 'chapter': '21', 'verse': '6', 'word_num': 12, 'word': 'ἴδια', 'occurrence': 1, 'strong': 'G23980', 'lemma': 'ἴδιος', 'morph': 'Gr,RD,,,,ANP,'}]","εἰς τὰ ἴδια",3,"[{'id': 102207, 'book_id': 'act', 'chapter': '21', 'verse': '6', 'word_num': 15, 'word': 'home', 'occurrence': 1}]","home",1,"εἰς τὰ ἴδια = home",0.0011976047904191617,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","22","26","15",",79519,79521,",",103737,","[{'id': 79519, 'book_id': 'act', 'chapter': '22', 'verse': '26', 'word_num': 12, 'word': 'ὁ', 'occurrence': 2, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 79521, 'book_id': 'act', 'chapter': '22', 'verse': '26', 'word_num': 14, 'word': 'ἄνθρωπος', 'occurrence': 1, 'strong': 'G04440', 'lemma': 'ἄνθρωπος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ ἄνθρωπος",2,"[{'id': 103737, 'book_id': 'act', 'chapter': '22', 'verse': '26', 'word_num': 23, 'word': 'man', 'occurrence': 1}]","man",1,"ὁ ἄνθρωπος = man",0.004784688995215311,14,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","22","28","11",",79551,79553,",",103775,","[{'id': 79551, 'book_id': 'act', 'chapter': '22', 'verse': '28', 'word_num': 11, 'word': 'ὁ', 'occurrence': 2, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 79553, 'book_id': 'act', 'chapter': '22', 'verse': '28', 'word_num': 13, 'word': 'Παῦλος', 'occurrence': 1, 'strong': 'G39720', 'lemma': 'Παῦλος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ Παῦλος",2,"[{'id': 103775, 'book_id': 'act', 'chapter': '22', 'verse': '28', 'word_num': 16, 'word': 'Paul', 'occurrence': 1}]","Paul",1,"ὁ Παῦλος = Paul",0.01367053998632946,40,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","24","2","20",",80316,80318,",",104828,","[{'id': 80316, 'book_id': 'act', 'chapter': '24', 'verse': '2', 'word_num': 20, 'word': 'τῆς', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,GFS,'}, {'id': 80318, 'book_id': 'act', 'chapter': '24', 'verse': '2', 'word_num': 22, 'word': 'προνοίας', 'occurrence': 1, 'strong': 'G43070', 'lemma': 'πρόνοια', 'morph': 'Gr,N,,,,,GFS,'}]","τῆς προνοίας",2,"[{'id': 104828, 'book_id': 'act', 'chapter': '24', 'verse': '2', 'word_num': 27, 'word': 'foresight', 'occurrence': 1}]","foresight",1,"τῆς προνοίας = foresight",0.0007288629737609329,1,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","25","21","2",",81116,81118,",",105976,","[{'id': 81116, 'book_id': 'act', 'chapter': '25', 'verse': '21', 'word_num': 0, 'word': 'τοῦ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,GMS,'}, {'id': 81118, 'book_id': 'act', 'chapter': '25', 'verse': '21', 'word_num': 2, 'word': 'Παύλου', 'occurrence': 1, 'strong': 'G39720', 'lemma': 'Παῦλος', 'morph': 'Gr,N,,,,,GMS,'}]","τοῦ Παύλου",2,"[{'id': 105976, 'book_id': 'act', 'chapter': '25', 'verse': '21', 'word_num': 2, 'word': 'Paul', 'occurrence': 1}]","Paul",1,"τοῦ Παύλου = Paul",0.005647590361445783,15,1,0,"[""Discontiguous original language alignment, extra words: 1, threshold 1""]"
"act","25","4","1",",80790,80793,",",105506,","[{'id': 80790, 'book_id': 'act', 'chapter': '25', 'verse': '4', 'word_num': 0, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,NMS,'}, {'id': 80793, 'book_id': 'act', 'chapter': '25', 'verse': '4', 'word_num': 3, 'word': 'Φῆστος', 'occurrence': 1, 'strong': 'G53470', 'lemma': 'Φῆστος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ Φῆστος",2,"[{'id': 105506, 'book_id': 'act', 'chapter': '25', 'verse': '4', 'word_num': 1, 'word': 'Festus', 'occurrence': 1}]","Festus",1,"ὁ Φῆστος = Festus",0.002050580997949419,6,2,0,"[""Discontiguous original language alignment, extra words: 2, threshold 1""]"
"act","26","11","17",",81469,81470,81471,",",106465,106466,","[{'id': 81469, 'book_id': 'act', 'chapter': '26', 'verse': '11', 'word_num': 18, 'word': 'τὰς', 'occurrence': 2, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,AFP,'}, {'id': 81470, 'book_id': 'act', 'chapter': '26', 'verse': '11', 'word_num': 19, 'word': 'ἔξω', 'occurrence': 1, 'strong': 'G18540', 'lemma': 'ἔξω', 'morph': 'Gr,D,,,,,,,,,'}, {'id': 81471, 'book_id': 'act', 'chapter': '26', 'verse': '11', 'word_num': 20, 'word': 'πόλεις', 'occurrence': 1, 'strong': 'G41720', 'lemma': 'πόλις', 'morph': 'Gr,N,,,,,AFP,'}]","τὰς ἔξω πόλεις",3,"[{'id': 106465, 'book_id': 'act', 'chapter': '26', 'verse': '11', 'word_num': 25, 'word': 'foreign', 'occurrence': 1}, {'id': 106466, 'book_id': 'act', 'chapter': '26', 'verse': '11', 'word_num': 26, 'word': 'cities', 'occurrence': 1}]","foreign cities",2,"τὰς ἔξω πόλεις = foreign cities",0.002932551319648094,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"act","26","24","15",",81725,81728,",",106815,","[{'id': 81725, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 12, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NNP,'}, {'id': 81728, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 15, 'word': 'γράμματα', 'occurrence': 1, 'strong': 'G11210', 'lemma': 'γράμμα', 'morph': 'Gr,N,,,,,NNP,'}]","τὰ γράμματα",2,"[{'id': 106815, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 20, 'word': 'learning', 'occurrence': 1}]","learning",1,"τὰ γράμματα = learning",0.0011976047904191617,1,2,0,"[""Discontiguous original language alignment, extra words: 2, threshold 1""]"
"act","26","24","15",",81725,81728,",",106815,","[{'id': 81725, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 12, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NNP,'}, {'id': 81728, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 15, 'word': 'γράμματα', 'occurrence': 1, 'strong': 'G11210', 'lemma': 'γράμμα', 'morph': 'Gr,N,,,,,NNP,'}]","τὰ γράμματα",2,"[{'id': 106815, 'book_id': 'act', 'chapter': '26', 'verse': '24', 'word_num': 20, 'word': 'learning', 'occurrence': 1}]","learning",1,"τὰ γράμματα = learning",0.14285714285714285,1,2,0,"[""Discontiguous original language alignment, extra words: 2, threshold 1""]"
