"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"heb","10","33","0","τοῦτο μὲν",2,0,"Sometimes",1,0,"τοῦτο μὲν = Sometimes",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""τοῦτο μὲν = Sometimes"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"heb","10","36","9","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",2.9494382022471908,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"heb","10","39","8","πίστεως",1,0,"of those who have faith",5,0,"πίστεως = of those who have faith",0.9523809523809524,"πίστεως","πίστις","G41020",105,"For πίστεως - Specific alignment ""πίστεως = of those who have faith"" used infrequently: 1.0% out of 105 total alignments, threshold 5%","","For πίστεως - Too many target language words in alignment: 5, threshold 5","",""
"heb","10","4","2","αἷμα",1,0,"the blood",2,0,"αἷμα = the blood",4.878048780487805,"αἷμα","αἷμα","G01290",41,"For αἷμα - Specific alignment ""αἷμα = the blood"" used infrequently: 4.9% out of 41 total alignments, threshold 5%","","","",""
"heb","10","5","13","σῶμα",1,0,"a body",2,0,"σῶμα = a body",3.3333333333333335,"σῶμα","σῶμα","G49830",60,"For σῶμα - Specific alignment ""σῶμα = a body"" used infrequently: 3.3% out of 60 total alignments, threshold 5%","","","",""
"heb","10","6","3","ἁμαρτίας",1,0,"sin offerings",2,0,"ἁμαρτίας = sin offerings",1.7241379310344827,"ἁμαρτίας","ἁμαρτία","G02660",58,"For ἁμαρτίας - Specific alignment ""ἁμαρτίας = sin offerings"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"heb","10","7","12","ὁ Θεός",2,0,"O God",2,0,"ὁ Θεός = O God",1.4492753623188406,"Θεός","θεός","G23160",69,"For Θεός - Specific alignment ""ὁ Θεός = O God"" used infrequently: 1.4% out of 69 total alignments, threshold 5%","","","",""
"heb","10","7","4","γέγραπται",1,0,"as it is written",4,0,"γέγραπται = as it is written",1.3888888888888888,"γέγραπται","γράφω","G11250",72,"For γέγραπται - Specific alignment ""γέγραπται = as it is written"" used infrequently: 1.4% out of 72 total alignments, threshold 5%","","","",""
"heb","10","8","0","λέγων",1,0,"When he said",3,0,"λέγων = When he said",0.5555555555555556,"λέγων","λέγω","G30040",180,"For λέγων - Specific alignment ""λέγων = When he said"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","","",""
"heb","10","8","8","περὶ ἁμαρτίας",2,0,"sin offerings",2,0,"περὶ ἁμαρτίας = sin offerings",1.7241379310344827,"ἁμαρτίας","ἁμαρτία","G02660",58,"For ἁμαρτίας - Specific alignment ""περὶ ἁμαρτίας = sin offerings"" used infrequently: 1.7% out of 58 total alignments, threshold 5%","","","",""
"heb","11","10","10","ὁ Θεός",2,0,"is God",2,0,"ὁ Θεός = is God",1.4492753623188406,"Θεός","θεός","G23160",69,"For Θεός - Specific alignment ""ὁ Θεός = is God"" used infrequently: 1.4% out of 69 total alignments, threshold 5%","","","",""
"heb","11","11","3","αὐτῇ",1,0,"herself",1,0,"αὐτῇ = herself",0.9174311926605505,"αὐτῇ","αὐτός","G08460",109,"For αὐτῇ - Specific alignment ""αὐτῇ = herself"" used infrequently: 0.9% out of 109 total alignments, threshold 5%","","","",""
"heb","11","12","8","καθὼς",1,0,"as many as",3,0,"καθὼς = as many as",0.5681818181818182,"καθὼς","καθώς","G25310",176,"For καθὼς - Specific alignment ""καθὼς = as many as"" used infrequently: 0.6% out of 176 total alignments, threshold 5%","","","",""
"heb","11","13","10","ἰδόντες",1,0,"seeing",1,0,"ἰδόντες = seeing",1.5151515151515151,"ἰδόντες","ὁράω","G37080",66,"For ἰδόντες - Specific alignment ""ἰδόντες = seeing"" used infrequently: 1.5% out of 66 total alignments, threshold 5%","","","",""
"heb","11","14","2","λέγοντες",1,0,"who say",2,0,"λέγοντες = who say",1.342281879194631,"λέγοντες","λέγω","G30040",149,"For λέγοντες - Specific alignment ""λέγοντες = who say"" used infrequently: 1.3% out of 149 total alignments, threshold 5%","","","",""
"heb","11","16","11","ἐπαισχύνεται αὐτοὺς",2,0,"ashamed",1,0,"ἐπαισχύνεται αὐτοὺς = ashamed",0.46511627906976744,"αὐτοὺς","αὐτός","G08460",215,"For αὐτοὺς - Specific alignment ""ἐπαισχύνεται αὐτοὺς = ashamed"" used infrequently: 0.5% out of 215 total alignments, threshold 5%","","","",""
"heb","11","16","18","αὐτοῖς",1,0,"for them",2,0,"αὐτοῖς = for them",2.5225225225225225,"αὐτοῖς","αὐτός","G08460",555,"For αὐτοῖς - Specific alignment ""αὐτοῖς = for them"" used infrequently: 2.5% out of 555 total alignments, threshold 5%","","","",""
"heb","11","16","9","ἐπαισχύνεται αὐτοὺς",2,0,"is",1,0,"ἐπαισχύνεται αὐτοὺς = is",0.46511627906976744,"αὐτοὺς","αὐτός","G08460",215,"For αὐτοὺς - Specific alignment ""ἐπαισχύνεται αὐτοὺς = is"" used infrequently: 0.5% out of 215 total alignments, threshold 5%","","","",""
"heb","11","26","3","τοῦ Χριστοῦ",2,0,"for the sake of Christ",5,0,"τοῦ Χριστοῦ = for the sake of Christ",0.39215686274509803,"Χριστοῦ","χριστός","G55470",255,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = for the sake of Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 5%","","For Χριστοῦ - Too many target language words in alignment: 5, threshold 5","",""
"heb","11","27","11","ὡς",1,0,"as if",2,0,"ὡς = as if",2.357563850687623,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = as if"" used infrequently: 2.4% out of 509 total alignments, threshold 5%","","","",""
"heb","11","29","5","ὡς",1,0,"as if",2,0,"ὡς = as if",2.357563850687623,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = as if"" used infrequently: 2.4% out of 509 total alignments, threshold 5%","","","",""
"heb","11","3","6","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",3.2303370786516856,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"heb","11","32","2","λέγω",1,0,"can I say",3,0,"λέγω = can I say",0.4444444444444444,"λέγω","λέγω","G30040",225,"For λέγω - Specific alignment ""λέγω = can I say"" used infrequently: 0.4% out of 225 total alignments, threshold 5%","","","",""
"heb","11","38","17","γῆς",1,0,"ground",1,0,"γῆς = ground",4.827586206896552,"γῆς","γῆ","G10930",145,"For γῆς - Specific alignment ""γῆς = ground"" used infrequently: 4.8% out of 145 total alignments, threshold 5%","","","",""
"heb","11","4","22","αὐτῆς",1,0,"faith",1,0,"αὐτῆς = faith",0.5988023952095809,"αὐτῆς","αὐτός","G08460",167,"For αὐτῆς - Specific alignment ""αὐτῆς = faith"" used infrequently: 0.6% out of 167 total alignments, threshold 5%","","","",""
"heb","11","5","4","ἰδεῖν",1,0,"he",1,0,"ἰδεῖν = he",2.5,"ἰδεῖν","ὁράω","G37080",40,"For ἰδεῖν - Specific alignment ""ἰδεῖν = he"" used infrequently: 2.5% out of 40 total alignments, threshold 5%","","","",""
"heb","11","8","16","ἔρχεται",1,0,"he was going",3,0,"ἔρχεται = he was going",1.0752688172043012,"ἔρχεται","ἔρχομαι","G20640",93,"For ἔρχεται - Specific alignment ""ἔρχεται = he was going"" used infrequently: 1.1% out of 93 total alignments, threshold 5%","","","",""
"heb","11","9","16","τῆς αὐτῆς",2,0,"same",1,0,"τῆς αὐτῆς = same",0.5988023952095809,"αὐτῆς","αὐτός","G08460",167,"For αὐτῆς - Specific alignment ""τῆς αὐτῆς = same"" used infrequently: 0.6% out of 167 total alignments, threshold 5%","","","",""
"heb","11","9","3","γῆν",1,0,"the land",2,0,"γῆν = the land",3.8461538461538463,"γῆν","γῆ","G10930",78,"For γῆν - Specific alignment ""γῆν = the land"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"heb","12","10","5","ἡμέρας",1,0,"a",1,0,"ἡμέρας = a",1.36986301369863,"ἡμέρας","ἡμέρα","G22500",146,"For ἡμέρας - Specific alignment ""ἡμέρας = a"" used infrequently: 1.4% out of 146 total alignments, threshold 5%","","","",""
"heb","12","10","7","ἡμέρας",1,0,"while",1,0,"ἡμέρας = while",0.684931506849315,"ἡμέρας","ἡμέρα","G22500",146,"For ἡμέρας - Specific alignment ""ἡμέρας = while"" used infrequently: 0.7% out of 146 total alignments, threshold 5%","","","",""
"heb","12","10","9","αὐτοῖς",1,0,"they",1,0,"αὐτοῖς = they",1.981981981981982,"αὐτοῖς","αὐτός","G08460",555,"For αὐτοῖς - Specific alignment ""αὐτοῖς = they"" used infrequently: 2.0% out of 555 total alignments, threshold 5%","","","",""
"heb","12","11","23","αὐτῆς",1,0,"it",1,0,"αὐτῆς = it",4.790419161676647,"αὐτῆς","αὐτός","G08460",167,"For αὐτῆς - Specific alignment ""αὐτῆς = it"" used infrequently: 4.8% out of 167 total alignments, threshold 5%","","","",""
"heb","12","15","14","αὐτῆς",1,0,"this",1,0,"αὐτῆς = this",0.5988023952095809,"αὐτῆς","αὐτός","G08460",167,"For αὐτῆς - Specific alignment ""αὐτῆς = this"" used infrequently: 0.6% out of 167 total alignments, threshold 5%","","","",""
"heb","12","15","4","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",2.9494382022471908,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"heb","12","16","4","ὡς",1,0,"such as",2,0,"ὡς = such as",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = such as"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"heb","12","19","10","λόγον",1,0,"another word",2,0,"λόγον = another word",0.7462686567164178,"λόγον","λόγος","G30560",134,"For λόγον - Specific alignment ""λόγον = another word"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"heb","12","19","4","φωνῇ",1,0,"to a voice",3,0,"φωνῇ = to a voice",1.5625,"φωνῇ","φωνή","G54560",64,"For φωνῇ - Specific alignment ""φωνῇ = to a voice"" used infrequently: 1.6% out of 64 total alignments, threshold 5%","","","",""
"heb","12","19","7","οἱ ἀκούσαντες",2,0,"hearers",1,0,"οἱ ἀκούσαντες = hearers",1.4492753623188406,"ἀκούσαντες","ἀκούω","G01910",69,"For ἀκούσαντες - Specific alignment ""οἱ ἀκούσαντες = hearers"" used infrequently: 1.4% out of 69 total alignments, threshold 5%","","","",""
"heb","12","21","5","Μωϋσῆς",1,0,"that Moses",2,0,"Μωϋσῆς = that Moses",2.380952380952381,"Μωϋσῆς","Μωϋσῆς","G34750",42,"For Μωϋσῆς - Specific alignment ""Μωϋσῆς = that Moses"" used infrequently: 2.4% out of 42 total alignments, threshold 5%","","","",""
"heb","12","22","6","Θεοῦ",1,0,"of the",2,0,"Θεοῦ = of the",0.7022471910112359,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = of the"" used infrequently: 0.7% out of 712 total alignments, threshold 5%","","","",""
"heb","12","22","9","Ἰερουσαλὴμ",1,0,"the",1,0,"Ἰερουσαλὴμ = the",2.4390243902439024,"Ἰερουσαλὴμ","Ἰερουσαλήμ","G24140",41,"For Ἰερουσαλὴμ - Specific alignment ""Ἰερουσαλὴμ = the"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"heb","12","23","7","Θεῷ",1,0,"to God",2,0,"Θεῷ = to God",3.508771929824561,"Θεῷ","θεός","G23160",171,"For Θεῷ - Specific alignment ""Θεῷ = to God"" used infrequently: 3.5% out of 171 total alignments, threshold 5%","","","",""
"heb","12","24","1","Ἰησοῦ",1,0,"to Jesus",2,0,"Ἰησοῦ = to Jesus",0.3003003003003003,"Ἰησοῦ","Ἰησοῦς","G24240",333,"For Ἰησοῦ - Specific alignment ""Ἰησοῦ = to Jesus"" used infrequently: 0.3% out of 333 total alignments, threshold 5%","","","",""
"heb","12","26","0","τότε",1,0,"At one time",3,0,"τότε = At one time",0.628930817610063,"τότε","τότε","G51190",159,"For τότε - Specific alignment ""τότε = At one time"" used infrequently: 0.6% out of 159 total alignments, threshold 5%","","","",""
"heb","12","27","7","ὡς",1,0,"that is",2,0,"ὡς = that is",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = that is"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"heb","12","3","9","ἑαυτοὺς",1,0,"himself",1,0,"ἑαυτοὺς = himself",2.0,"ἑαυτοὺς","ἑαυτοῦ","G14380",50,"For ἑαυτοὺς - Specific alignment ""ἑαυτοὺς = himself"" used infrequently: 2.0% out of 50 total alignments, threshold 5%","","","",""
"heb","12","5","14","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",1.65016501650165,"Κυρίου","κύριος","G29620",303,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 5%","","","",""
"heb","12","9","2","τοὺς μὲν",2,0,"indeed",1,0,"τοὺς μὲν = indeed",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""τοὺς μὲν = indeed"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"heb","13","17","13","λόγον",1,0,"account",1,0,"λόγον = account",1.4925373134328357,"λόγον","λόγος","G30560",134,"For λόγον - Specific alignment ""λόγον = account"" used infrequently: 1.5% out of 134 total alignments, threshold 5%","","","",""
"heb","13","21","14","ἐνώπιον",1,0,"to",1,0,"ἐνώπιον = to",1.098901098901099,"ἐνώπιον","ἐνώπιον","G17990",91,"For ἐνώπιον - Specific alignment ""ἐνώπιον = to"" used infrequently: 1.1% out of 91 total alignments, threshold 5%","","","",""
"heb","13","21","6","τὸ ποιῆσαι",2,0,"to do",2,0,"τὸ ποιῆσαι = to do",2.0408163265306123,"ποιῆσαι","ποιέω","G41600",49,"For ποιῆσαι - Specific alignment ""τὸ ποιῆσαι = to do"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"heb","13","25","0","ἡ χάρις",2,0,"May grace",2,0,"ἡ χάρις = May grace",1.6666666666666667,"χάρις","χάρις","G54850",60,"For χάρις - Specific alignment ""ἡ χάρις = May grace"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"heb","13","3","10","αὐτοὶ",1,0,"with them",2,0,"αὐτοὶ = with them",1.1904761904761905,"αὐτοὶ","αὐτός","G08460",84,"For αὐτοὶ - Specific alignment ""αὐτοὶ = with them"" used infrequently: 1.2% out of 84 total alignments, threshold 5%","","","",""
"heb","13","3","3","ὡς",1,0,"as if",2,0,"ὡς = as if",2.357563850687623,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = as if"" used infrequently: 2.4% out of 509 total alignments, threshold 5%","","","",""
"heb","13","3","6","ὡς",1,0,"as if",2,0,"ὡς = as if",2.357563850687623,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = as if"" used infrequently: 2.4% out of 509 total alignments, threshold 5%","","","",""
"heb","13","7","5","τοῦ Θεοῦ",2,0,"God s",2,0,"τοῦ Θεοῦ = God s",2.9494382022471908,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = God s"" used infrequently: 2.9% out of 712 total alignments, threshold 5%","","","",""
"heb","13","8","5","καὶ σήμερον",2,0,"today",1,0,"καὶ σήμερον = today",2.4390243902439024,"σήμερον","σήμερον","G45940",41,"For σήμερον - Specific alignment ""καὶ σήμερον = today"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"heb","13","9","8","καλὸν",1,0,"it is good",3,0,"καλὸν = it is good",4.545454545454546,"καλὸν","καλός","G25700",44,"For καλὸν - Specific alignment ""καλὸν = it is good"" used infrequently: 4.5% out of 44 total alignments, threshold 5%","","","",""
"heb","2","10","2","αὐτῷ",1,0,"for him",2,0,"αὐτῷ = for him",2.9308323563892147,"αὐτῷ","αὐτός","G08460",853,"For αὐτῷ - Specific alignment ""αὐτῷ = for him"" used infrequently: 2.9% out of 853 total alignments, threshold 5%","","","",""
"heb","2","12","0","λέγων",1,0,"He says",2,0,"λέγων = He says",0.5555555555555556,"λέγων","λέγω","G30040",180,"For λέγων - Specific alignment ""λέγων = He says"" used infrequently: 0.6% out of 180 total alignments, threshold 5%","","","",""
"heb","2","14","12","αὐτῶν",1,0,"same",1,0,"αὐτῶν = same",0.35714285714285715,"αὐτῶν","αὐτός","G08460",560,"For αὐτῶν - Specific alignment ""αὐτῶν = same"" used infrequently: 0.4% out of 560 total alignments, threshold 5%","","","",""
"heb","2","14","8","καὶ αὐτὸς",2,0,"he",1,0,"καὶ αὐτὸς = he",0.6756756756756757,"αὐτὸς","αὐτός","G08460",148,"For αὐτὸς - Specific alignment ""καὶ αὐτὸς = he"" used infrequently: 0.7% out of 148 total alignments, threshold 5%","","","",""
"heb","2","17","15","τὸν Θεόν",2,0,"of God",2,0,"τὸν Θεόν = of God",1.36986301369863,"Θεόν","θεός","G23160",73,"For Θεόν - Specific alignment ""τὸν Θεόν = of God"" used infrequently: 1.4% out of 73 total alignments, threshold 5%","","","",""
"heb","2","17","8","γένηται",1,0,"he would be",3,0,"γένηται = he would be",1.8867924528301887,"γένηται","γίνομαι","G10960",53,"For γένηται - Specific alignment ""γένηται = he would be"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"heb","2","18","6","δύναται",1,0,"he is able",3,0,"δύναται = he is able",1.2345679012345678,"δύναται","δύναμαι","G14100",81,"For δύναται - Specific alignment ""δύναται = he is able"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","","","",""
"heb","2","2","4","ἐγένετο",1,0,"that was",2,0,"ἐγένετο = that was",0.4784688995215311,"ἐγένετο","γίνομαι","G10960",209,"For ἐγένετο - Specific alignment ""ἐγένετο = that was"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"heb","2","4","10","Πνεύματος",1,0,"the gifts of the",4,0,"Πνεύματος = the gifts of the",0.8849557522123894,"Πνεύματος","πνεῦμα","G41510",113,"For Πνεύματος - Specific alignment ""Πνεύματος = the gifts of the"" used infrequently: 0.9% out of 113 total alignments, threshold 5%","","","",""
"heb","2","4","14","τὴν αὐτοῦ",2,0,"his",1,0,"τὴν αὐτοῦ = his",0.0706713780918728,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""τὴν αὐτοῦ = his"" used infrequently: 0.1% out of 1415 total alignments, threshold 5%","","","",""
"heb","2","6","11","αὐτοῦ",1,0,"of him",2,0,"αὐτοῦ = of him",0.6360424028268552,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = of him"" used infrequently: 0.6% out of 1415 total alignments, threshold 5%","","","",""
"heb","2","9","15","τοῦ θανάτου",2,0,"and death",2,0,"τοῦ θανάτου = and death",1.8518518518518516,"θανάτου","θάνατος","G22880",54,"For θανάτου - Specific alignment ""τοῦ θανάτου = and death"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"heb","2","9","18","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",3.2303370786516856,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"heb","3","10","11","αὐτοὶ",1,0,"their",1,0,"αὐτοὶ = their",1.1904761904761905,"αὐτοὶ","αὐτός","G08460",84,"For αὐτοὶ - Specific alignment ""αὐτοὶ = their"" used infrequently: 1.2% out of 84 total alignments, threshold 5%","","","",""
"heb","3","10","6","καὶ εἶπον",2,0,"I said",2,0,"καὶ εἶπον = I said",1.2345679012345678,"εἶπον","λέγω","G30040",81,"For εἶπον - Specific alignment ""καὶ εἶπον = I said"" used infrequently: 1.2% out of 81 total alignments, threshold 5%","","","",""
"heb","3","11","0","ὡς",1,0,"It is just as",4,0,"ὡς = It is just as",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = It is just as"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"heb","3","12","16","Θεοῦ",1,0,"the",1,0,"Θεοῦ = the",0.1404494382022472,"Θεοῦ","θεός","G23160",712,"For Θεοῦ - Specific alignment ""Θεοῦ = the"" used infrequently: 0.1% out of 712 total alignments, threshold 5%","","","",""
"heb","3","13","3","ἑαυτοὺς",1,0,"another",1,0,"ἑαυτοὺς = another",2.0,"ἑαυτοὺς","ἑαυτοῦ","G14380",50,"For ἑαυτοὺς - Specific alignment ""ἑαυτοὺς = another"" used infrequently: 2.0% out of 50 total alignments, threshold 5%","","","",""
"heb","3","13","9","τὸ σήμερον",2,0,"today",1,0,"τὸ σήμερον = today",2.4390243902439024,"σήμερον","σήμερον","G45940",41,"For σήμερον - Specific alignment ""τὸ σήμερον = today"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"heb","3","2","11","αὐτοῦ",1,0,"God s",2,0,"αὐτοῦ = God s",0.35335689045936397,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = God s"" used infrequently: 0.4% out of 1415 total alignments, threshold 5%","","","",""
"heb","3","2","5","ὡς",1,0,"just as",2,0,"ὡς = just as",2.161100196463654,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = just as"" used infrequently: 2.2% out of 509 total alignments, threshold 5%","","","",""
"heb","3","2","7","ὡς",1,0,"was",1,0,"ὡς = was",0.3929273084479371,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = was"" used infrequently: 0.4% out of 509 total alignments, threshold 5%","","","",""
"heb","3","2","9","ὡς",1,0,"faithful",1,0,"ὡς = faithful",0.19646365422396855,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = faithful"" used infrequently: 0.2% out of 509 total alignments, threshold 5%","","","",""
"heb","3","3","9","αὐτόν",1,0,"a house",2,0,"αὐτόν = a house",0.3436426116838488,"αὐτόν","αὐτός","G08460",291,"For αὐτόν - Specific alignment ""αὐτόν = a house"" used infrequently: 0.3% out of 291 total alignments, threshold 5%","","","",""
"heb","3","4","10","Θεός",1,0,"is God",2,0,"Θεός = is God",2.898550724637681,"Θεός","θεός","G23160",69,"For Θεός - Specific alignment ""Θεός = is God"" used infrequently: 2.9% out of 69 total alignments, threshold 5%","","","",""
"heb","3","5","2","μὲν πιστὸς",2,0,"was faithful",2,0,"μὲν πιστὸς = was faithful",0.78125,"μὲν","μέν","G33030",128,"For μὲν - Specific alignment ""μὲν πιστὸς = was faithful"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"heb","3","5","6","αὐτοῦ",1,0,"God s",2,0,"αὐτοῦ = God s",0.35335689045936397,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = God s"" used infrequently: 0.4% out of 1415 total alignments, threshold 5%","","","",""
"heb","3","6","4","Υἱὸς",1,0,"a Son",2,0,"Υἱὸς = a Son",1.0416666666666665,"Υἱὸς","υἱός","G52070",96,"For Υἱὸς - Specific alignment ""Υἱὸς = a Son"" used infrequently: 1.0% out of 96 total alignments, threshold 5%","","","",""
"heb","3","6","6","αὐτοῦ",1,0,"God s",2,0,"αὐτοῦ = God s",0.35335689045936397,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = God s"" used infrequently: 0.4% out of 1415 total alignments, threshold 5%","","","",""
"heb","3","7","1","καθὼς",1,0,"it is just as",4,0,"καθὼς = it is just as",0.5681818181818182,"καθὼς","καθώς","G25310",176,"For καθὼς - Specific alignment ""καθὼς = it is just as"" used infrequently: 0.6% out of 176 total alignments, threshold 5%","","","",""
"heb","3","8","10","ἡμέραν",1,0,"time",1,0,"ἡμέραν = time",1.5873015873015872,"ἡμέραν","ἡμέρα","G22500",63,"For ἡμέραν - Specific alignment ""ἡμέραν = time"" used infrequently: 1.6% out of 63 total alignments, threshold 5%","","","",""
"heb","4","10","15","ὥσπερ",1,0,"did",1,0,"ὥσπερ = did",5.0,"ὥσπερ","ὥσπερ","G56180",40,"For ὥσπερ - Specific alignment ""ὥσπερ = did"" used infrequently: 5.0% out of 40 total alignments, threshold 5%","","","",""
"heb","4","10","4","αὐτοῦ",1,0,"God s",2,0,"αὐτοῦ = God s",0.35335689045936397,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = God s"" used infrequently: 0.4% out of 1415 total alignments, threshold 5%","","","",""
"heb","4","11","12","αὐτῷ",1,0,"same",1,0,"αὐτῷ = same",0.5861664712778429,"αὐτῷ","αὐτός","G08460",853,"For αὐτῷ - Specific alignment ""αὐτῷ = same"" used infrequently: 0.6% out of 853 total alignments, threshold 5%","","","",""
"heb","4","12","28","καρδίας",1,0,"of the heart",3,0,"καρδίας = of the heart",2.9850746268656714,"καρδίας","καρδία","G25880",67,"For καρδίας - Specific alignment ""καρδίας = of the heart"" used infrequently: 3.0% out of 67 total alignments, threshold 5%","","","",""
"heb","4","13","13","αὐτοῦ",1,0,"of the one",3,0,"αὐτοῦ = of the one",0.0706713780918728,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = of the one"" used infrequently: 0.1% out of 1415 total alignments, threshold 5%","","","",""
"heb","4","13","17","ὁ λόγος",2,0,"account",1,0,"ὁ λόγος = account",1.4084507042253522,"λόγος","λόγος","G30560",71,"For λόγος - Specific alignment ""ὁ λόγος = account"" used infrequently: 1.4% out of 71 total alignments, threshold 5%","","","",""
"heb","4","13","5","αὐτοῦ",1,0,"God",1,0,"αὐτοῦ = God",0.0706713780918728,"αὐτοῦ","αὐτός","G08460",1415,"For αὐτοῦ - Specific alignment ""αὐτοῦ = God"" used infrequently: 0.1% out of 1415 total alignments, threshold 5%","","","",""
"heb","4","14","1","ἔχοντες",1,0,"since we have",3,0,"ἔχοντες = since we have",2.0408163265306123,"ἔχοντες","ἔχω","G21920",49,"For ἔχοντες - Specific alignment ""ἔχοντες = since we have"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"heb","4","15","1","ἔχομεν",1,0,"we do",2,0,"ἔχομεν = we do",2.0,"ἔχομεν","ἔχω","G21920",50,"For ἔχομεν - Specific alignment ""ἔχομεν = we do"" used infrequently: 2.0% out of 50 total alignments, threshold 5%","","","",""
"heb","4","3","24","κόσμου",1,0,"the world",2,0,"κόσμου = the world",1.2048192771084338,"κόσμου","κόσμος","G28890",83,"For κόσμου - Specific alignment ""κόσμου = the world"" used infrequently: 1.2% out of 83 total alignments, threshold 5%","","","",""
"heb","4","3","7","ὡς",1,0,"As",1,0,"ὡς = As",2.9469548133595285,"ὡς","ὡς","G56130",509,"For ὡς - Specific alignment ""ὡς = As"" used infrequently: 2.9% out of 509 total alignments, threshold 5%","","","",""
"heb","4","7","11","λέγων",1,0,"he spoke",2,0,"λέγων = he spoke",1.1111111111111112,"λέγων","λέγω","G30040",180,"For λέγων - Specific alignment ""λέγων = he spoke"" used infrequently: 1.1% out of 180 total alignments, threshold 5%","","","",""
