"lemma","count","strong","lexicon"
"κοινός",7,"G28390","{'brief': 'common, shared, unclean', 'long': '(a) common, shared, (b) Hebraistic use: profane; dirty, unclean, unwashed.'}"
"εὐδοκέω",18,"G21060","{'brief': 'I am resolved, well-pleased', 'long': 'I am well-pleased, think it good, am resolved.'}"
"εὐδοκία",2,"G21070","{'brief': 'good-will, favor', 'long': '(a) good-will (good-pleasure), favor, feeling of complacency of God to man, (b) good-pleasure, satisfaction, happiness, delight of men.'}"
"ῥύομαι",16,"G45060","{'brief': 'I rescue', 'long': 'I rescue, deliver (from danger or destruction).'}"
"ἐξαιρέω",6,"G18070","{'brief': 'I remove, choose, rescue', 'long': 'I take out, remove; sometimes (mid): I choose, sometimes: I rescue.'}"
"ἐπιδίδωμι",2,"G19290","{'brief': 'I hand in, give up, give way', 'long': '(a) trans: I hand in, give up, (b) intrans: I give way (to the wind).'}"
"ἔρημος",48,"G20480","{'brief': 'deserted, desolate, a desert', 'long': 'as an adj: deserted, desolate, waste; hence: the desert, to the east and south of Palestine; of a person: deserted, abandoned, desolate.'}"
"ἐρημία",4,"G20470","{'brief': 'a desert place', 'long': 'a desert place, desert, uninhabited region.'}"
"ἐρημόω",5,"G20490","{'brief': 'I destroy, strip, rob', 'long': '(a) I make desolate, bring to desolation, destroy, waste, (b) of a person: I strip, rob.'}"
"ἐρήμωσις",3,"G20500","{'brief': 'desolation, devastation', 'long': 'a desolation, devastation.'}"
"ἀπόλλυμι",7,"G06220","{'brief': 'I destroy, lose, am perishing', 'long': '(a) I kill, destroy, (b) I lose, mid: I am perishing (the resultant death being viewed as certain).'}"
"καταργέω",4,"G26730","{'brief': 'I bring to naught, sever, abolish', 'long': '(a) I make idle (inactive), make of no effect, annul, abolish, bring to naught, (b) I discharge, sever, separate from.'}"
"ὀλοθρεύω",1,"G36450","{'brief': 'I destroy', 'long': 'I destroy, cause to perish.'}"
"ἐσθίω",7,"G20680","{'brief': 'I eat', 'long': 'I eat, partake of food; met: I devour, consume (e.g. as rust does).'}"
"καταπίνω",1,"G26660","{'brief': 'I swallow, devour, destroy', 'long': 'I drink down, swallow, devour, destroy, consume.'}"
"ἀπολύω",28,"G06300","{'brief': 'I release, let go, send away, divorce', 'long': 'I release, let go, send away, divorce, am rid; mid: I depart.'}"
"ἀποστάσιον",2,"G06470","{'brief': 'repudiation, divorce', 'long': 'repudiation, divorce; met: bill of divorce.'}"
"ἀφίημι",16,"G08630","{'brief': 'I send away, release, remit, forgive, permit', 'long': '(a) I send away, (b) I let go, release, permit to depart, (c) I remit, forgive, (d) I permit, suffer.'}"
"διδασκαλία",21,"G13190","{'brief': 'instruction, teaching', 'long': 'instruction, teaching.'}"
"ἑτεροδιδασκαλέω",2,"G20850","{'brief': 'I teach different things', 'long': 'I teach different things, that is, different from the true or necessary teaching.'}"
"διδαχή",30,"G13220","{'brief': 'teaching, doctrine', 'long': 'teaching, doctrine, what is taught.'}"
"ὄνος",5,"G36880","{'brief': 'a donkey, an ass', 'long': 'a donkey, an ass.'}"
"ὀνάριον",1,"G36780","{'brief': 'a young ass', 'long': 'a young ass.'}"
"ὑποζύγιον",1,"G52680","{'brief': 'a beast of burden, an ass or mule', 'long': 'a beast of burden, an ass or mule.'}"
"περιστερά",10,"G40580","{'brief': 'a dove', 'long': 'a dove, pigeon.'}"
"ὄναρ",6,"G36770","{'brief': 'a dream', 'long': 'a dream.'}"
"ἐνύπνιον",1,"G17980","{'brief': 'a dream, vision', 'long': 'a dream, vision.'}"
"ἐνυπνιάζομαι",2,"G17970","{'brief': 'I dream', 'long': 'I dream (see visions) in my sleep.'}"
"οἰνοπότης",2,"G36300","{'brief': 'an excessive wine-drinker', 'long': 'an excessive wine-drinker.'}"
"μεθύω",7,"G31840","{'brief': 'I am drunk', 'long': 'I am intoxicated with wine, am drunk.'}"
"μεθύσκω",3,"G31820","{'brief': 'I make drunk', 'long': 'I make drunk; pass: I become drunk.'}"
"μέθη",3,"G31780","{'brief': 'drunkenness', 'long': 'deep drinking, drunkenness.'}"
"μέθυσος",2,"G31830","{'brief': 'a drunkard', 'long': 'a drunkard.'}"
"οἰνοφλυγία",1,"G36320","{'brief': 'drunkenness', 'long': 'drunkenness, debauchery.'}"
"ἀετός",5,"G01050","{'brief': 'an eagle, bird of prey', 'long': 'an eagle, bird of prey.'}"
"γῆ",249,"G10930","{'brief': 'the earth, soil, land', 'long': 'the earth, soil, land, region, country, inhabitants of a region.'}"
"ἐπίγειος",7,"G19190","{'brief': 'earthly', 'long': '(a) on the earth, belonging to the earth (as opposed to the sky), (b) in a spiritual sense, belonging to the earthly sphere, earthly (as opposed to heavenly).'}"
"χοϊκός",2,"G55170","{'brief': 'earthy, made of earth', 'long': 'earthy, made of earth.'}"
"ὀστράκινος",1,"G37490","{'brief': 'made of earth', 'long': 'made of clay, earthen.'}"
"καταχθόνιος",1,"G27090","{'brief': 'under the earth, subterranean', 'long': 'under the earth, subterranean, infernal.'}"
"κοσμικός",1,"G28860","{'brief': 'earthly, worldly', 'long': 'earthly, worldly (belonging to the present earthly world as opposed to the heavenly and future).'}"
"σεισμός",8,"G45780","{'brief': 'an earthquake, storm', 'long': 'a shaking (as an earthquake); a storm.'}"
"πρεσβύτερος",66,"G42450","{'brief': 'elder', 'long': 'elder, usually used as subst.; an elder, a member of the Sanhedrin, an elder of a Christian assembly.'}"
"πρεσβύτης",3,"G42460","{'brief': 'an old man', 'long': 'an old man, an ambassador.'}"
"πρεσβυτέριον",3,"G42440","{'brief': 'an assembly of elders', 'long': 'an assembly of elders, the Sanhedrin, officers of the church assembly, presbytery.'}"
"συνπρεσβύτερος",1,"G48500","{'brief': 'a fellow elder', 'long': 'a fellow elder.'}"
"ὑπομένω",16,"G52780","{'brief': 'I remain behind, endure', 'long': '(a) I remain behind, (b) I stand my ground, show endurance, (c) I endure, bear up against, persevere.'}"
"ὑπομονή",32,"G52810","{'brief': 'endurance, steadfastness', 'long': 'endurance, steadfastness, patient waiting for.'}"
"τροποφορέω",1,"G51590","{'brief': 'I endure the ways of', 'long': 'I endure the ways of, put up with.'}"
"ὑποφέρω",3,"G52970","{'brief': 'I endure, suffer', 'long': 'I bear up under, endure, suffer.'}"
"κακοπαθέω",3,"G25530","{'brief': 'I suffer evil, endure affliction', 'long': 'I suffer evil, endure affliction.'}"
"καρτερέω",1,"G25940","{'brief': 'I persevere, endure', 'long': 'I persevere, endure, am steadfast, patient.'}"
"ἐπιτελέω",1,"G20050","{'brief': 'I complete, accomplish, perfect', 'long': 'I complete, accomplish, perfect.'}"
"φθόνος",9,"G53550","{'brief': 'envy, a grudge', 'long': 'envy, a grudge, spite.'}"
"πλεονεξία",10,"G41240","{'brief': 'covetousness, avarice', 'long': 'covetousness, avarice, aggression, desire for advantage.'}"
"ζῆλος",2,"G22050","{'brief': 'eagerness, zeal, rivalry', 'long': '(a) eagerness, zeal, enthusiasm, (b) jealousy, rivalry.'}"
"ἐπιθυμία",38,"G19390","{'brief': 'desire, eagerness for, inordinate desire, lust', 'long': 'desire, eagerness for, inordinate desire, lust.'}"
"ἐπιθυμέω",10,"G19370","{'brief': 'I long for, covet, lust after', 'long': 'I long for, covet, lust after, set the heart upon.'}"
"πλεονέκτης",4,"G41230","{'brief': 'a covetous person', 'long': 'a covetous or avaricious person; one desirous of having more.'}"
"ζηλόω",6,"G22060","{'brief': 'I am jealous, eager for', 'long': '(a) intrans: I am jealous, (b) trans: I am jealous of, with acc. of a person; I am eager for, am eager to possess, with acc. of a thing.'}"
"φθονέω",1,"G53540","{'brief': 'I envy', 'long': 'I envy.'}"
"ἀφιλάργυρος",1,"G08660","{'brief': 'not loving money, not avaricious', 'long': 'not loving money, not avaricious.'}"
"ἀγαλλιάω",11,"G00210","{'brief': 'I exult, am full of joy', 'long': 'I exult, am full of joy.'}"
"ἀγαλλίασις",5,"G00200","{'brief': 'exultation, exhilaration', 'long': 'wild joy, ecstatic delight, exultation, exhilaration.'}"
"πρόσωπον",75,"G43830","{'brief': 'the face, countenance, surface', 'long': 'the face, countenance, surface.'}"
"ὄψις",2,"G37990","{'brief': 'the features, outward appearance', 'long': '(a) the face, countenance, (b) the features, outward appearance.'}"
"ψευδοπροφήτης",11,"G55780","{'brief': 'a false prophet', 'long': ""a false prophet; one who in God's name teaches what is false.""}"
"ψευδομαρτυρία",1,"G55770","{'brief': 'false testimony', 'long': 'false testimony, false witness.'}"
"ψευδομαρτυρέω",5,"G55760","{'brief': 'I testify falsely', 'long': 'I testify falsely, bear false witness.'}"
"ψευδόμαρτυς",1,"G55750","{'brief': 'a false witness', 'long': 'a false witness.'}"
"λιμός",12,"G30420","{'brief': 'a famine, hunger', 'long': 'a famine, hunger.'}"
"νηστεύω",20,"G35220","{'brief': 'I fast', 'long': 'I fast, abstain from food.'}"
"νηστεία",6,"G35210","{'brief': 'fasting, the day of atonement', 'long': 'fasting, the day of atonement.'}"
"πατήρ",228,"G39620","{'brief': 'father, Father, ancestor', 'long': 'father, (Heavenly) Father, ancestor, elder, senior.'}"
"πατρῷος",3,"G39710","{'brief': 'hereditary', 'long': 'hereditary, received from fathers.'}"
"προπάτωρ",1,"G43105","{'brief': 'I suffer previously', 'long': 'I suffer previously.'}"
"γάμος",12,"G10620","{'brief': 'a marriage, wedding, wedding-feast', 'long': 'a marriage, wedding, wedding-ceremony; plur: a wedding-feast.'}"
"δεῖπνον",16,"G11730","{'brief': 'a dinner, an afternoon or evening meal', 'long': 'a dinner, an afternoon or evening meal.'}"
"συνευωχέω",2,"G49100","{'brief': 'I feast sumptuously with', 'long': 'I feast sumptuously with.'}"
"ἑορτή",26,"G18590","{'brief': 'a festival, feast', 'long': 'a festival, feast, periodically recurring.'}"
"ἐνκαίνια",1,"G14560","{'brief': 'a renewal, dedication', 'long': 'a renewal, dedication; the feast of rededication.'}"
"ἑορτάζω",1,"G18580","{'brief': 'I keep a feast', 'long': 'I take part in a festival, keep a feast (allegorically).'}"
"σῦκον",4,"G48100","{'brief': 'a fig', 'long': 'a (ripe) fig.'}"
"συκῆ",16,"G48080","{'brief': 'a fig-tree', 'long': 'a fig-tree.'}"
"ὄλυνθος",1,"G36530","{'brief': 'an unripe fig', 'long': 'an unripe fig, one which, not ripening in due time, grows through the winter and falls off in the spring.'}"
"πῦρ",73,"G44420","{'brief': 'fire, trials', 'long': 'fire; the heat of the sun, lightning; fig: strife, trials; the eternal fire.'}"
"φῶς",73,"G54570","{'brief': 'light, a source of light', 'long': 'light, a source of light, radiance.'}"
"ἀνθρακιά",2,"G04390","{'brief': 'a heap of burning coals', 'long': 'a coal-fire, a heap of burning coals.'}"
"πυρά",2,"G44430","{'brief': 'a fire', 'long': 'a fire, pile of burning fuel.'}"
"φλογίζω",2,"G53940","{'brief': 'I inflame, fire with passion', 'long': 'I inflame, fire with passion, set on fire, burn up.'}"
"πύρωσις",1,"G44510","{'brief': 'a burning, trial, fiery test', 'long': 'a burning, trial, fiery test.'}"
"καυσόω",2,"G27410","{'brief': 'I burn up', 'long': 'I burn with great heat.'}"
"πυρόω",1,"G44480","{'brief': 'I burn, am purified by fire', 'long': 'pass: I burn, am set on fire, am inflamed; glow with heat, am purified by fire.'}"
"πύρινος",1,"G44470","{'brief': 'fiery, glittering', 'long': 'fiery, glittering.'}"
"ἁλιεύς",5,"G02310","{'brief': 'a fisherman', 'long': 'a fisherman.'}"
"ποίμνη",5,"G41670","{'brief': 'a flock', 'long': 'a flock (of sheep or goats).'}"
"ποίμνιον",5,"G41680","{'brief': 'a little flock', 'long': 'a little flock.'}"
"κατακλυσμός",4,"G26270","{'brief': 'a deluge, flood', 'long': 'a deluge, flood.'}"
"πλήμμυρα",1,"G41320","{'brief': 'a flood', 'long': 'a flood.'}"
"κατακλύζω",1,"G26260","{'brief': 'I flood over, overwhelm', 'long': 'I flood over, overwhelm, inundate.'}"
"ποταμοφόρητος",1,"G42160","{'brief': 'carried away by a stream', 'long': 'carried away by a stream.'}"
"αὐλέω",2,"G08320","{'brief': 'I play the flute, pipe', 'long': 'I play the flute, pipe.'}"
"αὐλός",1,"G08360","{'brief': 'a flute, pipe', 'long': 'a flute, pipe.'}"
"αὐλητής",1,"G08340","{'brief': 'a flute-player', 'long': 'a flute-player.'}"
"ὑποπόδιον",7,"G52860","{'brief': 'a footstool', 'long': 'a footstool.'}"
"πούς",19,"G42280","{'brief': 'the foot', 'long': 'the foot.'}"
"πορνεία",25,"G42020","{'brief': 'fornication, idolatry', 'long': 'fornication, whoredom; met: idolatry.'}"
"πόρνος",10,"G42050","{'brief': 'a fornicator', 'long': 'a fornicator, man who prostitutes himself.'}"
"πορνεύω",8,"G42030","{'brief': 'I fornicate, practice idolatry', 'long': 'I fornicate; met: I practice idolatry.'}"
"ἐκπορνεύω",1,"G16080","{'brief': 'I am guilty of fornication', 'long': 'I am guilty of fornication.'}"
"ἐνκαταλίπω",1,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"ἐγκαταλείπω",1,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"ἐνκαταλείπω",2,"G14590","{'brief': 'I abandon, desert', 'long': 'I leave in the lurch, abandon (one who is in straits), desert.'}"
"θεμελιόω",5,"G23110","{'brief': 'I found, lay the foundation', 'long': 'I found, lay the foundation (lit. and met.).'}"
"θεμέλιος",15,"G23100","{'brief': 'belonging to the foundation', 'long': '(properly, an adj: belonging to the foundation), a foundation stone.'}"
"θεμέλιον",1,"G23100","{'brief': 'belonging to the foundation', 'long': '(properly, an adj: belonging to the foundation), a foundation stone.'}"
"λίβανος",2,"G30300","{'brief': 'incense', 'long': '(Semitic word), frankincense, incense.'}"
"δωρεάν",14,"G14320","{'brief': 'as a free gift, without payment, freely', 'long': 'as a free gift, without payment, freely.'}"
"ἐλεύθερος",23,"G16580","{'brief': 'free, delivered from obligation', 'long': 'free, delivered from obligation.'}"
"ἐλευθερόω",7,"G16590","{'brief': 'I free, set free, liberate', 'long': 'I free, set free, liberate.'}"
"παρρησία",31,"G39540","{'brief': 'freedom, confidence', 'long': 'freedom, openness, especially in speech; boldness, confidence.'}"
"ἐλευθερία",11,"G16570","{'brief': 'freedom, liberty', 'long': 'freedom, liberty, especially: a state of freedom from slavery.'}"
"ἀπελεύθερος",1,"G05580","{'brief': 'a freedman', 'long': 'a freedman, one who has been a slave but has been manumitted by his master.'}"
"λύω",4,"G30890","{'brief': 'I loose, untie, release, destroy', 'long': '(a) I loose, untie, release, (b) met: I break, destroy, set at naught, contravene; I break up a meeting, annul.'}"
"ἀπαλλάσσω",1,"G05250","{'brief': 'I free from', 'long': 'I free (a person) from (anything), oftener in the middle voice: I am released from, am rid of (a person or thing), depart.'}"
"καρπός",66,"G25900","{'brief': 'fruit, result, gain', 'long': '(a) fruit, generally vegetable, sometimes animal, (b) met: fruit, deed, action, result, (c) profit, gain.'}"
"ἄκαρπος",7,"G01750","{'brief': 'unfruitful, barren', 'long': 'unfruitful, barren, profitless.'}"
"καρποφορέω",8,"G25920","{'brief': 'I bear fruit', 'long': 'I bear fruit.'}"
"γένημα",4,"G10810","{'brief': 'offspring, child, fruit', 'long': 'offspring, child, fruit.'}"
"καρποφόρος",1,"G25930","{'brief': 'fruitful', 'long': 'fruitful.'}"
"ὀπώρα",1,"G37030","{'brief': 'autumn, autumnal fruits', 'long': 'autumn, autumnal fruits.'}"
"κάμινος",4,"G25750","{'brief': 'a furnace', 'long': 'a furnace, oven, kiln.'}"
"πύλη",9,"G44390","{'brief': 'a door, gate', 'long': 'a gate.'}"
"πυλών",18,"G44400","{'brief': 'a large gate, a gateway, porch', 'long': 'a large gate; a gateway, porch, vestibule.'}"
"θυρωρός",4,"G23770","{'brief': 'a door-keeper, porter', 'long': 'a door-keeper, porter.'}"
"θύρα",28,"G23740","{'brief': 'a door, opportunity', 'long': '(a) a door, (b) met: an opportunity.'}"
"ἔριφος",2,"G20560","{'brief': 'a goat', 'long': 'a goat.'}"
"ἐρίφιον",1,"G20550","{'brief': 'a goat, kid', 'long': 'a goat, kid.'}"
"τράγος",4,"G51310","{'brief': 'a he-goat', 'long': 'a he-goat.'}"
"χρυσός",11,"G55570","{'brief': 'anything made of gold', 'long': 'gold, anything made of gold, a gold coin.'}"
"χρυσίον",10,"G55530","{'brief': 'a golden ornament', 'long': 'a piece of gold, golden ornament.'}"
"χρυσοῦς",19,"G55520","{'brief': 'golden', 'long': 'golden, made of gold, adorned with gold.'}"
"χρυσοδακτύλιος",1,"G55540","{'brief': 'adorned with a gold ring', 'long': 'adorned with a gold ring.'}"
"ἡγεμών",20,"G22320","{'brief': 'a governor', 'long': 'a leader, guide; a commander; a governor (of a province); plur: leaders.'}"
"ἡγεμονεύω",2,"G22300","{'brief': 'I govern', 'long': 'I govern.'}"
"ἡγέομαι",1,"G22330","{'brief': 'I lead, think', 'long': '(a) I lead, (b) I think, am of opinion, suppose, consider.'}"
"ἐθνάρχης",1,"G14810","{'brief': 'an ethnarch, tribal lord', 'long': 'an ethnarch, tribal lord, a subordinate ruler.'}"
"στάχυς",3,"G47190","{'brief': 'a head of grain', 'long': 'a head of grain.'}"
"κόκκος",7,"G28480","{'brief': 'a kernel, grain', 'long': 'a kernel, grain, seed.'}"
"σῖτος",14,"G46210","{'brief': 'wheat, grain', 'long': 'wheat, grain.'}"
"σιτίον",1,"G46185","{'brief': 'fattened', 'long': 'fattened, fatted.'}"
"σταφυλή",3,"G47180","{'brief': 'a grape, cluster of grapes', 'long': 'a grape, cluster of grapes.'}"
"χείρ",177,"G54950","{'brief': 'a hand', 'long': 'a hand.'}"
"εὐώνυμος",8,"G21760","{'brief': 'on the left-hand side, left', 'long': '(lit: well-named, to avoid the evil omen attaching to the left), on the left-hand side, left.'}"
"ἐγγίζω",14,"G14480","{'brief': 'I come near, approach', 'long': 'trans: I bring near; intrans: I come near, approach.'}"
"χειραγωγέω",1,"G54960","{'brief': 'I lead by the hand', 'long': 'I lead by the hand.'}"
"χειραγωγός",1,"G54970","{'brief': 'one who leads a helpless person by the hand', 'long': 'one who leads a helpless person by the hand.'}"
"ἀπάγχω",1,"G05190","{'brief': 'I choke, strangle', 'long': 'I choke, strangle; mid: I strangle or hang myself.'}"
"σκληροκαρδία",3,"G46410","{'brief': 'hardness of heart', 'long': 'hardness of heart, perverseness, obstinacy.'}"
"δυσκόλως",3,"G14230","{'brief': 'with difficulty, hardly', 'long': 'with difficulty, hardly.'}"
"σκληρός",2,"G46420","{'brief': 'hard, violent, harsh, stern', 'long': 'hard, violent, harsh, stern.'}"
"πώρωσις",3,"G44570","{'brief': 'hardness of heart', 'long': 'hardness of heart, obtuseness.'}"
"πωρόω",5,"G44560","{'brief': 'I harden, render callous', 'long': 'I harden, render callous, petrify.'}"
"δύσκολος",1,"G14220","{'brief': 'difficult', 'long': 'difficult, hard; of persons: hard to please.'}"
"δυσβάστακτος",2,"G14190","{'brief': 'difficult to carry', 'long': 'difficult to carry, oppressive.'}"
"σκληρύνω",6,"G46450","{'brief': 'I harden', 'long': 'I harden, make hard, make stubborn.'}"
"σκληρότης",1,"G46430","{'brief': 'hardness of heart', 'long': 'hardness, hardness of heart, obstinacy, perverseness.'}"
"ἀνάγκη",2,"G03180","{'brief': 'necessity, constraint, compulsion', 'long': 'necessity, constraint, compulsion; there is need to; force, violence.'}"
"συνέχω",5,"G49120","{'brief': 'I press together, confine, compel, am afflicted with', 'long': '(a) I press together, close, (b) I press on every side, confine, (c) I hold fast, (d) I urge, impel, (e) pass: I am afflicted with (sickness).'}"
"περισσός",3,"G40530","{'brief': 'abundant, greater, vehemently, advantage', 'long': 'more, greater, excessive, abundant, exceedingly, vehemently; noun: preeminence, advantage.'}"
"θερίζω",21,"G23250","{'brief': 'I reap, gather', 'long': 'I reap, gather, harvest.'}"
"θερισμός",13,"G23260","{'brief': 'reaping, harvest', 'long': 'reaping, harvest; met: the harvest, crop.'}"
"θεριστής",2,"G23270","{'brief': 'a reaper, harvester', 'long': 'a reaper, harvester.'}"
"ἀμάω",1,"G02700","{'brief': 'I mow, reap', 'long': 'I mow, reap, collect.'}"
"κεφαλή",75,"G27760","{'brief': 'the head', 'long': '(a) the head, (b) met: a corner stone, uniting two walls; head, ruler, lord.'}"
"κεφαλιόω",1,"G27750","{'brief': 'I wound in the head', 'long': 'I wound in the head.'}"
"θεραπεύω",42,"G23230","{'brief': 'I care for, attend, serve, heal', 'long': 'I care for, attend, serve, treat, especially of a physician; hence: I heal.'}"
"ἰάομαι",26,"G23900","{'brief': 'I heal', 'long': 'I heal, generally of the physical, sometimes of spiritual, disease.'}"
"σῴζω",24,"G49820","{'brief': 'I save, heal', 'long': 'I save, heal, preserve, rescue.'}"
"διασῴζω",2,"G12950","{'brief': 'I save, bring safely to', 'long': 'I save (rescue) through (some danger), bring safely to, escaped to.'}"
"θεραπεία",3,"G23220","{'brief': 'care, attention, healing', 'long': 'care, attention, especially medical attention (treatment); hence almost: healing; meton: those who render service.'}"
"ἴασις",3,"G23920","{'brief': 'a cure, healing', 'long': 'a cure, healing.'}"
"ἴαμα",3,"G23860","{'brief': 'healing, curing', 'long': 'healing, curing, remedy.'}"
"ὑγιαίνω",1,"G51980","{'brief': 'I am well', 'long': 'I am well, am in good health; I am right, reasonable, sound, pure, uncorrupted.'}"
"κληρονόμος",15,"G28180","{'brief': 'an heir, inheritor', 'long': 'an heir, an inheritor.'}"
"συνκληρονόμος",3,"G47890","{'brief': 'a joint heir, participant', 'long': 'a joint heir, participant.'}"
"μέλι",4,"G31920","{'brief': 'honey', 'long': 'honey.'}"
"οἰκία",93,"G36140","{'brief': 'a house, household', 'long': 'a house, household, dwelling; meton: goods, property, means.'}"
"οἶκος",114,"G36240","{'brief': 'a house, household', 'long': '(a) a house, the material building, (b) a household, family, lineage, nation.'}"
"οἰκιακός",2,"G36150","{'brief': 'one of a family', 'long': 'one of a family, whether child or servant.'}"
"οἰκετεία",1,"G36095","{'brief': ""of one's family, domestic"", 'long': ""of one's family, domestic, intimate.""}"
"οἰκεῖος",3,"G36090","{'brief': ""of one's family, domestic"", 'long': ""of one's family, domestic, intimate.""}"
"εἰκών",23,"G15040","{'brief': 'an image, likeness, bust', 'long': 'an image, likeness, bust.'}"
"διδάσκω",96,"G13210","{'brief': 'I teach', 'long': 'I teach, direct, admonish.'}"
"διαστέλλω",6,"G12910","{'brief': 'I give a commission, order', 'long': 'I give a commission (instructions), order; I admonish, prohibit.'}"
"παραγγελία",3,"G38520","{'brief': 'a command, charge', 'long': 'a command, charge, injunction; a precept, rule of living.'}"
"παιδεύω",4,"G38110","{'brief': 'I discipline, educate, train, chastise', 'long': '(a) I discipline, educate, train, (b) more severely: I chastise.'}"
"κατηχέω",6,"G27270","{'brief': 'I instruct orally', 'long': 'I instruct orally, teach, inform.'}"
"παιδευτής",1,"G38100","{'brief': 'an instructor', 'long': 'an instructor, trainer; almost: a chastiser.'}"
"συμβιβάζω",1,"G48220","{'brief': 'I unite, prove, instruct', 'long': '(a) I unite or knit together, (b) I put together in reasoning, and so: I conclude, prove, (c) I teach, instruct.'}"
"παιδαγωγός",3,"G38070","{'brief': ""a boy's guardian or tutor"", 'long': ""a boy's guardian or tutor, a slave who had charge of the life and morals of the boys of a family, not strictly a teacher.""}"
"παραγγέλλω",1,"G38530","{'brief': 'I notify, command, charge', 'long': 'I notify, command, charge, entreat solemnly.'}"
"ἐντολή",4,"G17850","{'brief': 'an ordinance, injunction, command', 'long': 'an ordinance, injunction, command, law.'}"
"παιδεία",2,"G38090","{'brief': 'discipline', 'long': 'discipline; training and education of children, hence: instruction; chastisement, correction.'}"
"ἐντέλλω",8,"G17810","{'brief': 'I give orders, command', 'long': 'I give orders (injunctions, instructions, commands).'}"
"μεθερμηνεύω",8,"G31770","{'brief': 'I translate, interpret', 'long': 'I translate (from one language into another), interpret.'}"
"διερμηνεύω",6,"G13290","{'brief': 'I translate, interpret, explain', 'long': 'I translate, interpret, explain.'}"
"ἑρμηνία",2,"G20580","{'brief': 'translation, interpretation', 'long': 'translation, interpretation, explanation.'}"
"διερμηνευτής",1,"G13280","{'brief': 'an interpreter', 'long': 'an interpreter.'}"
"ἐπίλυσις",1,"G19550","{'brief': 'solution, explanation, interpretation', 'long': 'solution, explanation, interpretation; release.'}"
"χαίρω",69,"G54630","{'brief': 'I rejoice, am glad', 'long': 'I rejoice, am glad; also a salutation: Hail.'}"
"χαρά",59,"G54790","{'brief': 'joy, gladness', 'long': 'joy, gladness, a source of joy.'}"
"συνχαίρω",5,"G47960","{'brief': 'I rejoice with', 'long': 'I rejoice with, congratulate.'}"
"εὐφροσύνη",2,"G21670","{'brief': 'joy, gladness', 'long': 'joy, gladness, rejoicing.'}"
"καυχάομαι",3,"G27440","{'brief': 'I boast, glory', 'long': 'I boast; I glory (exult) proudly.'}"
"κριτής",19,"G29230","{'brief': 'a judge', 'long': 'a judge, magistrate, ruler.'}"
"χρηστός",4,"G55430","{'brief': 'useful, gentle, pleasant, kind', 'long': 'useful, gentle, pleasant, kind.'}"
"γένος",16,"G10850","{'brief': 'offspring, family, race, kind', 'long': 'offspring, family, race, nation, kind.'}"
"φιλανθρωπία",1,"G53630","{'brief': 'love of mankind, benevolence', 'long': 'love of mankind, benevolence.'}"
"χρηστότης",10,"G55440","{'brief': 'goodness, benignity, kindness', 'long': 'goodness, uprightness, kindness, gentleness.'}"
"φύσις",7,"G54490","{'brief': 'nature, inherent nature', 'long': 'nature, inherent nature, origin, birth.'}"
"βασιλεύς",115,"G09350","{'brief': 'a king, ruler, emperor', 'long': 'a king, ruler, but in some passages clearly to be translated: emperor.'}"
"βασιλικός",5,"G09370","{'brief': 'connected with a king, royal, regal', 'long': ""connected with a king, royal, regal, (a) an officer in the service of the king, (b) the king's country.""}"
"βασιλεύω",21,"G09360","{'brief': 'I rule, reign, reign over', 'long': '(a) I rule, reign, (b) I reign over.'}"
"βασιλεία",136,"G09320","{'brief': 'kingship, sovereignty, authority, rule, kingdom', 'long': 'kingship, sovereignty, authority, rule, especially of God, both in the world, and in the hearts of men; hence: kingdom, in the concrete sense.'}"
"φιλέω",3,"G53680","{'brief': 'I love, kiss', 'long': 'I love (of friendship), regard with affection, cherish; I kiss.'}"
"καταφιλέω",6,"G27050","{'brief': 'I kiss affectionately', 'long': 'I kiss affectionately.'}"
"φίλημα",7,"G53700","{'brief': 'a kiss', 'long': 'a kiss.'}"
"γινώσκω",221,"G10970","{'brief': 'I come to know, learn, realize', 'long': 'I am taking in knowledge, come to know, learn; aor: I ascertained, realized.'}"
"οἶδα",207,"G14920","{'brief': 'I know, remember', 'long': 'I know, remember, appreciate.'}"
"ἐπιγινώσκω",43,"G19210","{'brief': 'I come to know, discern, recognize', 'long': 'I come to know by directing my attention to him or it, I perceive, discern, recognize; aor: I found out.'}"
"εἴδω",108,"G14920","{'brief': 'I know, remember', 'long': 'I know, remember, appreciate.'}"
"διαφημίζω",1,"G13100","{'brief': 'I report, publish abroad', 'long': 'I report, publish abroad.'}"
"γνῶσις",30,"G11080","{'brief': 'knowledge, doctrine, wisdom', 'long': 'knowledge, doctrine, wisdom.'}"
"γνωρίζω",25,"G11070","{'brief': 'I make known, declare, know', 'long': 'I make known, declare, know, discover.'}"
"γνωστός",14,"G11100","{'brief': 'known, an acquaintance', 'long': 'known, an acquaintance.'}"
"ἀναγνωρίζω",1,"G03190","{'brief': 'I make known to again, make to be recognized', 'long': 'I recognize; pass: I am made known, cause myself to be recognized.'}"
"ἐπίσταμαι",14,"G19870","{'brief': 'I know, understand', 'long': 'I know, know of, understand.'}"
